NAME,earn_tot,earn_with,earn_no,passist_tot,passist_with,passist_no,hhinc_tot,hhinc_<10,hhinc_10-15,hhinc_15-20,hhinc_20-25,hhinc_25-30,hhinc_30-35,hhinc_35-40,hhinc_40-45,hhinc_45-50,hhinc_50-60,hhinc_60-75,hhinc_75-100,hhinc_100-125,hhinc_125-150,hhinc_150-200,hhinc_>200,hhinc_med,hhinc_fam,occ_tot,occ_occ,occ_vac,mort_tot,mort_debt,mort_secloan,mort_sec,mort_heq,mort_both,mort_no2,mort_none,emp_tot,emp_in,emp_civ,emp_emp,emp_un,emp_arm,emp_no,state,county,tract,block group,GEOID
"Block Group 1, Census Tract 21.02, Lane County, Oregon",1029,800,229,1029,328,701,1029,33,179,65,66,194,63,82,26,44,46,169,25,20,0,0,17,29389,35897,1051,1029,22,412,193,32,0,32,0,161,219,1706,1047,1047,991,56,0,659,41,039,002102,1,410390021021
"Block Group 1, Census Tract 9603, Tillamook County, Oregon",388,234,154,388,67,321,388,34,0,45,0,54,0,28,57,5,21,0,17,63,23,22,19,43462,72500,418,388,30,240,129,0,0,0,0,129,111,827,451,451,406,45,0,376,41,057,960300,1,410579603001
"Block Group 3, Census Tract 91.02, Multnomah County, Oregon",365,139,226,365,162,203,365,31,0,26,41,26,22,0,0,0,156,0,0,63,0,0,0,50941,51856,432,365,67,47,25,0,0,0,0,25,22,695,323,323,223,100,0,372,41,051,009102,3,410510091023
"Block Group 3, Census Tract 31.01, Lane County, Oregon",1150,887,263,1150,164,986,1150,95,30,77,53,14,64,9,51,73,95,94,86,90,128,69,122,62188,93523,1236,1150,86,592,398,35,0,35,0,363,194,2272,1187,1187,1173,14,0,1085,41,039,003101,3,410390031013
"Block Group 4, Census Tract 221.01, Clackamas County, Oregon",527,436,91,527,50,477,527,17,0,0,0,14,0,0,77,37,0,140,63,30,44,10,95,69774,82656,527,527,0,362,176,14,0,14,0,162,186,1193,698,698,676,22,0,495,41,005,022101,4,410050221014
"Block Group 4, Census Tract 227.02, Clackamas County, Oregon",298,216,82,298,0,298,298,29,15,0,0,14,0,0,0,0,0,0,53,16,40,32,99,140357,141012,298,298,0,264,141,0,0,0,0,141,123,572,326,326,326,0,0,246,41,005,022702,4,410050227024
"Block Group 3, Census Tract 98.03, Multnomah County, Oregon",556,464,92,556,113,443,556,13,28,25,0,35,56,0,21,0,85,95,68,20,25,85,0,70227,73958,615,556,59,442,312,67,13,54,0,245,130,1524,977,977,934,43,0,547,41,051,009803,3,410510098033
"Block Group 3, Census Tract 20, Deschutes County, Oregon",1407,1140,267,1407,115,1292,1407,22,12,13,90,59,159,36,61,11,124,245,296,200,20,30,29,66353,65967,1419,1407,12,979,763,74,0,74,0,689,216,2888,2038,2038,1961,77,0,850,41,017,002000,3,410170020003
"Block Group 1, Census Tract 21, Deschutes County, Oregon",921,631,290,921,51,870,921,33,0,21,20,33,51,23,42,18,21,41,126,141,32,183,136,105844,124400,1254,921,333,613,379,23,0,23,0,356,234,1786,1154,1154,1143,11,0,632,41,017,002100,1,410170021001
"Block Group 3, Census Tract 16, Deschutes County, Oregon",1439,1184,255,1439,207,1232,1439,102,91,31,0,74,60,88,33,21,250,205,264,132,36,38,14,59162,80859,1611,1439,172,584,352,125,0,125,0,227,232,2639,1943,1943,1813,130,0,696,41,017,001600,3,410170016003
"Block Group 3, Census Tract 11, Deschutes County, Oregon",2642,2241,401,2642,230,2412,2642,43,0,52,115,191,43,85,187,26,199,327,380,319,277,219,179,78054,79652,2866,2642,224,1886,1270,184,0,184,0,1086,616,5835,3989,3989,3593,396,0,1846,41,017,001100,3,410170011003
"Block Group 1, Census Tract 7, Deschutes County, Oregon",698,539,159,698,101,597,698,44,46,0,32,5,0,10,0,0,28,143,182,37,29,97,45,88692,89462,762,698,64,640,500,28,0,28,0,472,140,1575,928,928,814,114,0,647,41,017,000700,1,410170007001
"Block Group 1, Census Tract 333.01, Washington County, Oregon",1321,1119,202,1321,141,1180,1321,93,0,8,57,50,11,43,70,16,137,128,315,119,140,96,38,77284,80769,1321,1321,0,1174,922,33,0,33,0,889,252,2954,2208,2208,2101,107,0,746,41,067,033301,1,410670333011
"Block Group 2, Census Tract 241, Clackamas County, Oregon",629,430,199,629,73,556,629,21,10,28,21,9,53,34,0,65,70,100,105,67,17,19,10,60243,57500,648,629,19,602,385,24,0,24,0,361,217,1290,709,709,647,62,0,581,41,005,024100,2,410050241002
"Block Group 2, Census Tract 206, Clackamas County, Oregon",1168,1055,113,1168,23,1145,1168,22,23,24,11,19,0,19,20,39,35,111,143,94,147,113,348,128095,138030,1168,1168,0,994,655,81,0,81,0,574,339,2505,1810,1810,1786,24,0,695,41,005,020600,2,410050206002
"Block Group 2, Census Tract 203.03, Clackamas County, Oregon",564,322,242,564,10,554,564,16,0,70,26,47,0,34,0,35,55,28,51,10,66,35,91,59917,-666666666,564,564,0,328,208,65,0,65,16,127,120,950,526,526,526,0,0,424,41,005,020303,2,410050203032
"Block Group 1, Census Tract 208, Clackamas County, Oregon",794,555,239,794,72,722,794,31,23,9,63,23,58,54,69,65,96,116,40,45,30,45,27,50156,67589,867,794,73,204,95,15,8,7,0,80,109,1297,794,760,713,47,34,503,41,005,020800,1,410050208001
"Block Group 1, Census Tract 9708, Klamath County, Oregon",569,379,190,569,101,468,569,53,26,27,47,24,16,29,28,27,32,73,83,48,33,8,15,51442,66827,640,569,71,480,298,20,4,16,0,278,182,1074,595,586,574,12,9,479,41,035,970800,1,410359708001
"Block Group 1, Census Tract 9716, Klamath County, Oregon",203,120,83,203,123,80,203,9,34,49,9,0,0,81,0,0,0,21,0,0,0,0,0,-666666666,31023,222,203,19,105,62,7,0,7,0,55,43,393,191,191,140,51,0,202,41,035,971600,1,410359716001
"Block Group 1, Census Tract 9712, Klamath County, Oregon",462,313,149,462,234,228,462,94,21,45,57,26,0,59,33,33,16,36,25,8,9,0,0,28421,42969,493,462,31,246,139,0,0,0,0,139,107,841,542,512,389,123,30,299,41,035,971200,1,410359712001
"Block Group 2, Census Tract 9713, Klamath County, Oregon",270,223,47,270,81,189,270,34,0,37,0,28,0,45,0,0,14,0,13,34,50,15,0,-666666666,107794,270,270,0,95,49,0,0,0,0,49,46,575,352,337,337,0,15,223,41,035,971300,2,410359713002
"Block Group 4, Census Tract 9713, Klamath County, Oregon",238,197,41,238,26,212,238,0,0,41,15,0,0,0,0,15,16,20,30,67,34,0,0,94643,112647,296,238,58,192,131,66,50,16,0,65,61,598,180,180,180,0,0,418,41,035,971300,4,410359713004
"Block Group 3, Census Tract 13, Deschutes County, Oregon",654,477,177,654,82,572,654,16,20,25,32,85,0,30,38,29,21,44,55,125,42,0,92,61761,102264,745,654,91,352,234,50,0,50,0,184,118,1298,827,827,827,0,0,471,41,017,001300,3,410170013003
"Block Group 2, Census Tract 14, Deschutes County, Oregon",315,283,32,315,22,293,315,14,39,0,0,56,38,15,12,0,19,77,36,0,0,0,9,36750,51974,420,315,105,186,100,51,19,32,0,49,86,542,423,423,403,20,0,119,41,017,001400,2,410170014002
"Block Group 4, Census Tract 15, Deschutes County, Oregon",375,340,35,375,34,341,375,16,0,16,0,135,0,15,0,9,31,0,51,57,10,20,15,-666666666,-666666666,391,375,16,102,66,9,0,9,0,57,36,608,437,437,402,35,0,171,41,017,001500,4,410170015004
"Block Group 2, Census Tract 15, Deschutes County, Oregon",621,411,210,621,126,495,621,67,56,28,72,15,35,0,16,13,10,46,110,65,14,57,17,54625,89808,668,621,47,245,159,0,0,0,0,159,86,1166,656,656,640,16,0,510,41,017,001500,2,410170015002
"Block Group 2, Census Tract 17, Deschutes County, Oregon",1042,873,169,1042,78,964,1042,32,72,103,124,43,52,33,57,21,45,87,238,58,28,32,17,45595,79063,1102,1042,60,543,487,34,0,34,0,453,56,2206,1622,1622,1520,102,0,584,41,017,001700,2,410170017002
"Block Group 4, Census Tract 20, Deschutes County, Oregon",772,645,127,772,91,681,772,75,0,0,27,14,31,104,38,43,144,26,147,31,22,0,70,55436,55916,967,772,195,556,399,55,0,55,0,344,157,1579,1147,1147,1066,81,0,432,41,017,002000,4,410170020004
"Block Group 2, Census Tract 9702, Union County, Oregon",548,371,177,548,70,478,548,24,7,52,30,16,4,27,32,24,68,46,102,54,40,19,3,59138,70313,593,548,45,433,297,10,7,3,4,283,136,1112,530,530,517,13,0,582,41,061,970200,2,410619702002
"Block Group 3, Census Tract 9705, Union County, Oregon",481,369,112,481,36,445,481,26,14,34,12,18,11,33,60,49,16,41,78,31,9,49,0,46935,64107,481,481,0,353,236,43,0,43,0,193,117,884,549,549,524,25,0,335,41,061,970500,3,410619705003
"Block Group 3, Census Tract 9701, Union County, Oregon",220,147,73,220,39,181,220,4,13,37,15,10,7,3,16,23,12,17,45,7,5,6,0,48043,61364,303,220,83,172,102,12,0,12,0,90,70,370,215,215,200,15,0,155,41,061,970100,3,410619701003
"Block Group 3, Census Tract 9704, Union County, Oregon",322,249,73,322,147,175,322,38,8,12,21,34,8,92,0,23,27,20,34,0,0,0,5,37273,37760,382,322,60,174,131,0,0,0,0,131,43,548,324,324,283,41,0,224,41,061,970400,3,410619704003
"Block Group 2, Census Tract 9703, Columbia County, Oregon",310,215,95,310,78,232,310,11,12,4,4,16,48,31,0,0,8,38,18,13,51,4,52,64167,125658,334,310,24,251,132,57,0,57,0,75,119,706,463,463,377,86,0,243,41,009,970300,2,410099703002
"Block Group 2, Census Tract 9707, Columbia County, Oregon",246,202,44,246,84,162,246,27,0,0,21,18,27,0,23,0,26,11,58,9,17,9,0,51167,55682,352,246,106,153,112,23,6,17,0,89,41,630,340,340,318,22,0,290,41,009,970700,2,410099707002
"Block Group 2, Census Tract 56, Multnomah County, Oregon",429,312,117,429,23,406,429,127,22,0,15,20,0,0,0,0,128,94,23,0,0,0,0,53347,62579,429,429,0,16,16,0,0,0,0,16,0,1119,595,595,541,54,0,524,41,051,005600,2,410510056002
"Block Group 3, Census Tract 324.04, Washington County, Oregon",396,298,98,396,0,396,396,0,0,11,0,56,0,12,0,0,0,58,129,67,28,16,19,93250,95509,396,396,0,351,261,0,0,0,0,261,90,853,479,479,479,0,0,374,41,067,032404,3,410670324043
"Block Group 1, Census Tract 314.04, Washington County, Oregon",660,577,83,660,110,550,660,0,0,0,32,20,41,103,22,50,23,57,132,60,47,58,15,67000,86350,693,660,33,287,209,42,0,42,0,167,78,1295,910,910,881,29,0,385,41,067,031404,1,410670314041
"Block Group 1, Census Tract 34.02, Multnomah County, Oregon",675,555,120,675,131,544,675,11,66,44,31,31,9,0,0,10,56,31,37,143,43,100,63,107396,118787,690,675,15,172,161,43,20,23,0,118,11,1340,1045,1045,1033,12,0,295,41,051,003402,1,410510034021
"Block Group 3, Census Tract 35.01, Multnomah County, Oregon",380,339,41,380,24,356,380,16,0,21,0,15,14,14,0,20,32,15,41,57,53,44,38,100200,101000,414,380,34,278,206,33,7,26,0,173,72,811,650,650,619,31,0,161,41,051,003501,3,410510035013
"Block Group 5, Census Tract 1, Lane County, Oregon",344,234,110,344,63,281,344,41,6,20,10,10,5,5,32,16,0,78,46,25,31,14,5,66132,82604,657,344,313,232,101,13,0,13,0,88,131,621,326,326,317,9,0,295,41,039,000100,5,410390001005
"Block Group 2, Census Tract 1, Lane County, Oregon",532,362,170,532,55,477,532,10,0,40,28,0,42,14,0,0,60,28,55,44,15,92,104,98167,111964,532,532,0,522,366,0,0,0,0,366,156,1173,714,714,631,83,0,459,41,039,000100,2,410390001002
"Block Group 1, Census Tract 5, Lane County, Oregon",363,185,178,363,78,285,363,22,24,14,35,16,38,14,29,28,31,19,22,31,17,9,14,43618,51250,436,363,73,241,143,2,0,2,0,141,98,631,251,251,233,18,0,380,41,039,000500,1,410390005001
"Block Group 1, Census Tract 8, Lane County, Oregon",242,191,51,242,13,229,242,0,5,3,12,16,27,0,6,14,25,17,65,24,8,10,10,73000,83281,260,242,18,149,61,7,0,7,0,54,88,556,330,330,321,9,0,226,41,039,000800,1,410390008001
"Block Group 2, Census Tract 19.03, Lane County, Oregon",316,263,53,316,106,210,316,9,0,20,9,61,0,0,54,0,47,57,28,7,24,0,0,52083,54038,373,316,57,175,121,10,10,0,0,111,54,784,530,530,474,56,0,254,41,039,001903,2,410390019032
"Block Group 1, Census Tract 40, Lane County, Oregon",692,244,448,692,417,275,692,258,137,45,77,9,32,18,15,26,29,0,17,0,0,11,18,12292,93125,717,692,25,20,0,0,0,0,0,0,20,854,324,324,281,43,0,530,41,039,004000,1,410390040001
"Block Group 3, Census Tract 44.01, Lane County, Oregon",233,177,56,233,0,233,233,0,0,0,14,0,0,17,0,0,67,0,61,12,62,0,0,77202,78913,257,233,24,195,122,6,0,6,0,116,73,476,321,321,289,32,0,155,41,039,004401,3,410390044013
"Block Group 2, Census Tract 44.01, Lane County, Oregon",766,667,99,766,147,619,766,136,13,15,25,17,49,36,47,17,80,177,65,61,21,7,0,53176,67785,824,766,58,285,197,8,0,8,0,189,88,1641,1077,1077,1051,26,0,564,41,039,004401,2,410390044012
"Block Group 2, Census Tract 7, Coos County, Oregon",267,210,57,267,171,96,267,0,34,71,0,26,0,15,0,0,12,73,36,0,0,0,0,-666666666,-666666666,267,267,0,99,73,0,0,0,0,73,26,744,450,450,378,72,0,294,41,011,000700,2,410110007002
"Block Group 5, Census Tract 7, Coos County, Oregon",297,276,21,297,110,187,297,0,27,32,0,0,0,21,0,0,32,33,51,80,0,21,0,95172,72426,297,297,0,174,138,0,0,0,0,138,36,537,414,414,414,0,0,123,41,011,000700,5,410110007005
"Block Group 2, Census Tract 10, Coos County, Oregon",673,238,435,673,78,595,673,50,78,60,42,19,69,58,94,31,69,0,41,0,48,14,0,36595,46774,906,673,233,446,206,22,0,22,0,184,240,942,300,300,300,0,0,642,41,011,001000,2,410110010002
"Block Group 5, Census Tract 10, Coos County, Oregon",411,186,225,411,46,365,411,52,16,0,35,72,16,27,0,0,80,0,77,28,0,0,8,36343,52759,513,411,102,294,128,53,0,53,0,75,166,1039,426,426,426,0,0,613,41,011,001000,5,410110010005
"Block Group 4, Census Tract 10, Coos County, Oregon",592,370,222,592,190,402,592,66,35,20,28,48,20,99,21,20,83,47,34,36,0,0,35,37351,53198,869,592,277,371,215,19,0,19,0,196,156,992,493,493,474,19,0,499,41,011,001000,4,410110010004
"Block Group 2, Census Tract 315.09, Washington County, Oregon",237,166,71,237,13,224,237,0,0,11,0,0,8,0,15,0,11,0,38,56,14,26,58,113942,135714,237,237,0,227,139,46,24,22,0,93,88,529,283,283,265,18,0,246,41,067,031509,2,410670315092
"Block Group 3, Census Tract 10.01, Jackson County, Oregon",1139,879,260,1139,120,1019,1139,59,48,38,30,76,40,84,28,83,66,161,230,88,46,32,30,68024,74864,1209,1139,70,827,547,0,0,0,0,547,280,2486,1681,1681,1566,115,0,805,41,029,001001,3,410290010013
"Block Group 4, Census Tract 7, Jackson County, Oregon",592,452,140,592,89,503,592,12,0,75,14,0,46,12,31,20,30,94,116,82,18,42,0,66333,81438,738,592,146,458,372,56,25,31,0,316,86,1135,689,689,668,21,0,446,41,029,000700,4,410290007004
"Block Group 3, Census Tract 239.02, Clackamas County, Oregon",436,295,141,436,156,280,436,25,59,42,9,8,20,33,0,53,64,21,69,12,0,21,0,47721,62679,465,436,29,243,155,20,5,15,0,135,88,784,377,377,355,22,0,407,41,005,023902,3,410050239023
"Block Group 2, Census Tract 319.04, Washington County, Oregon",657,598,59,657,35,622,657,0,24,38,0,0,8,7,38,15,36,42,63,110,124,68,84,119886,127333,657,657,0,511,401,89,21,68,0,312,110,1548,1137,1137,1121,16,0,411,41,067,031904,2,410670319042
"Block Group 3, Census Tract 315.12, Washington County, Oregon",1318,1236,82,1318,143,1175,1318,41,0,14,68,0,67,38,24,48,59,85,234,116,139,268,117,97111,108472,1395,1318,77,836,671,84,14,70,0,587,165,3163,2278,2278,2222,56,0,885,41,067,031512,3,410670315123
"Block Group 4, Census Tract 9702, Morrow County, Oregon",159,115,44,159,19,140,159,0,0,0,10,16,26,14,7,8,7,25,5,34,7,0,0,48750,50714,217,159,58,108,37,0,0,0,0,37,71,310,202,202,186,16,0,108,41,049,970200,4,410499702004
"Block Group 3, Census Tract 9702, Morrow County, Oregon",324,250,74,324,50,274,324,0,27,11,6,14,28,83,36,0,25,40,19,6,4,25,0,37317,-666666666,351,324,27,120,58,0,0,0,0,58,62,568,383,383,366,17,0,185,41,049,970200,3,410499702003
"Block Group 3, Census Tract 313, Washington County, Oregon",615,567,48,615,183,432,615,32,30,59,72,65,17,0,34,37,0,43,80,11,54,21,60,42390,45469,652,615,37,194,177,22,0,22,0,155,17,1401,1189,1189,1170,19,0,212,41,067,031300,3,410670313003
"Block Group 3, Census Tract 103.06, Multnomah County, Oregon",424,366,58,424,65,359,424,20,0,0,13,21,56,11,16,39,9,100,29,38,39,11,22,62500,63250,424,424,0,180,171,17,0,17,11,143,9,902,747,747,726,21,0,155,41,051,010306,3,410510103063
"Block Group 2, Census Tract 205.05, Clackamas County, Oregon",439,351,88,439,21,418,439,11,0,0,12,0,0,0,31,0,35,20,52,62,46,88,82,124514,139250,529,439,90,404,286,69,0,69,0,217,118,979,637,637,615,22,0,342,41,005,020505,2,410050205052
"Block Group 2, Census Tract 204.03, Clackamas County, Oregon",412,337,75,412,0,412,412,51,0,10,0,6,10,24,0,0,8,14,19,20,14,67,169,158636,227054,412,412,0,406,271,62,7,55,0,209,135,942,572,572,510,62,0,370,41,005,020403,2,410050204032
"Block Group 3, Census Tract 221.05, Clackamas County, Oregon",890,708,182,890,61,829,890,13,0,0,78,0,41,0,0,60,15,61,166,57,162,141,96,104615,136518,974,890,84,666,436,40,0,40,0,396,230,2012,1314,1314,1302,12,0,698,41,005,022105,3,410050221053
"Block Group 2, Census Tract 221.08, Clackamas County, Oregon",921,769,152,921,272,649,921,120,56,17,0,61,30,118,34,71,32,48,209,46,9,37,33,48363,-666666666,949,921,28,213,146,22,3,19,0,124,67,1769,1327,1327,1203,124,0,442,41,005,022108,2,410050221082
"Block Group 2, Census Tract 222.06, Clackamas County, Oregon",1829,1540,289,1829,98,1731,1829,0,59,20,18,70,41,55,0,51,75,211,139,146,145,243,556,129139,142411,1915,1829,86,1316,874,96,0,96,24,754,442,4180,2915,2915,2804,111,0,1265,41,005,022206,2,410050222062
"Block Group 2, Census Tract 222.08, Clackamas County, Oregon",825,734,91,825,0,825,825,17,0,0,15,0,0,0,43,10,19,16,71,165,149,148,172,132212,139107,868,825,43,782,596,49,16,33,20,527,186,1985,1340,1340,1340,0,0,645,41,005,022208,2,410050222082
"Block Group 4, Census Tract 319.07, Washington County, Oregon",357,115,242,357,13,344,357,54,28,0,36,42,11,34,0,15,54,35,13,12,13,0,10,36705,29766,357,357,0,357,148,0,0,0,0,148,209,544,102,102,91,11,0,442,41,067,031907,4,410670319074
"Block Group 1, Census Tract 318.13, Washington County, Oregon",1156,950,206,1156,96,1060,1156,27,45,14,0,58,0,41,45,66,32,35,60,129,142,148,314,143073,148472,1235,1156,79,889,675,209,33,176,0,466,214,2593,1584,1584,1562,22,0,1009,41,067,031813,1,410670318131
"Block Group 2, Census Tract 23.02, Lane County, Oregon",541,429,112,541,22,519,541,10,0,0,6,0,0,41,31,31,65,74,140,66,28,29,20,76359,67679,593,541,52,456,347,28,0,28,10,309,109,1163,720,720,697,23,0,443,41,039,002302,2,410390023022
"Block Group 2, Census Tract 7.08, Lane County, Oregon",442,235,207,442,83,359,442,44,30,37,12,20,0,7,8,57,39,52,40,17,11,19,49,51154,65950,612,442,170,345,216,0,0,0,0,216,129,805,345,345,322,23,0,460,41,039,000708,2,410390007082
"Block Group 1, Census Tract 7.07, Lane County, Oregon",765,155,610,765,41,724,765,45,97,0,65,98,26,18,53,41,65,78,44,27,66,9,33,42463,59531,892,765,127,613,241,19,9,10,0,222,372,1177,230,230,180,50,0,947,41,039,000707,1,410390007071
"Block Group 2, Census Tract 25.04, Lane County, Oregon",887,739,148,887,294,593,887,71,17,38,61,71,41,75,45,54,115,129,54,65,23,28,0,46392,53149,920,887,33,391,211,30,0,30,0,181,180,1924,1348,1348,1202,146,0,576,41,039,002504,2,410390025042
"Block Group 1, Census Tract 44.05, Lane County, Oregon",599,425,174,599,6,593,599,25,19,59,19,44,25,28,5,8,49,22,84,27,40,67,78,71985,90469,664,599,65,535,337,50,0,50,13,274,198,1119,509,509,472,37,0,610,41,039,004405,1,410390044051
"Block Group 3, Census Tract 9602, Tillamook County, Oregon",348,262,86,348,103,245,348,25,35,18,17,8,6,10,22,12,66,49,30,26,18,3,3,52283,56587,1209,348,861,239,164,16,2,14,0,148,75,832,408,408,357,51,0,424,41,057,960200,3,410579602003
"Block Group 1, Census Tract 95.01, Multnomah County, Oregon",1106,915,191,1106,260,846,1106,38,54,114,17,24,53,62,36,67,91,166,140,87,50,79,28,59583,63561,1168,1106,62,719,505,15,0,15,0,490,214,2258,1467,1467,1434,33,0,791,41,051,009501,1,410510095011
"Block Group 1, Census Tract 94, Multnomah County, Oregon",827,280,547,827,0,827,827,65,0,38,15,52,33,37,110,33,105,130,86,97,0,26,0,51138,66890,875,827,48,771,405,58,42,16,0,347,366,1400,369,369,369,0,0,1031,41,051,009400,1,410510094001
"Block Group 1, Census Tract 9703, Union County, Oregon",276,183,93,276,30,246,276,4,7,15,3,24,10,15,33,15,7,19,44,29,19,15,17,61786,79286,327,276,51,214,109,20,5,15,0,89,105,569,304,304,297,7,0,265,41,061,970300,1,410619703001
"Block Group 2, Census Tract 9707, Union County, Oregon",307,251,56,307,66,241,307,18,10,47,12,0,26,34,34,0,11,21,60,0,34,0,0,42978,65781,321,307,14,161,89,27,0,27,0,62,72,976,560,554,510,44,6,416,41,061,970700,2,410619707002
"Block Group 1, Census Tract 324.06, Washington County, Oregon",277,251,26,277,34,243,277,40,0,0,0,18,16,66,0,16,0,0,36,29,24,18,14,-666666666,103750,277,277,0,107,33,14,0,14,0,19,74,613,481,481,407,74,0,132,41,067,032406,1,410670324061
"Block Group 3, Census Tract 19, Multnomah County, Oregon",411,316,95,411,13,398,411,9,0,9,0,0,0,13,0,0,17,21,39,33,35,125,110,160114,166827,441,411,30,354,287,50,0,50,0,237,67,899,541,541,541,0,0,358,41,051,001900,3,410510019003
"Block Group 2, Census Tract 19, Multnomah County, Oregon",468,376,92,468,9,459,468,0,11,0,10,11,8,0,0,0,18,51,39,40,19,81,180,180652,183889,468,468,0,445,335,87,9,78,0,248,110,1072,682,682,664,18,0,390,41,051,001900,2,410510019002
"Block Group 3, Census Tract 25.01, Multnomah County, Oregon",324,280,44,324,8,316,324,0,0,0,23,24,8,0,0,10,15,12,32,36,31,14,119,130333,135938,357,324,33,301,197,54,0,54,0,143,104,758,486,486,478,8,0,272,41,051,002501,3,410510025013
"Block Group 2, Census Tract 25.01, Multnomah County, Oregon",338,264,74,338,0,338,338,8,20,10,0,0,7,8,0,0,21,7,39,23,36,63,96,137188,176719,338,338,0,308,224,46,0,46,0,178,84,754,522,522,495,27,0,232,41,051,002501,2,410510025012
"Block Group 1, Census Tract 26, Multnomah County, Oregon",364,313,51,364,20,344,364,0,0,20,0,0,0,0,0,33,19,38,26,20,30,70,108,139524,158646,385,364,21,347,239,59,0,59,0,180,108,695,457,457,443,14,0,238,41,051,002600,1,410510026001
"Block Group 5, Census Tract 29.02, Multnomah County, Oregon",576,462,114,576,51,525,576,18,0,0,35,24,9,0,0,84,18,67,106,10,51,90,64,77742,-666666666,576,576,0,543,355,153,42,111,0,202,188,994,716,716,696,20,0,278,41,051,002902,5,410510029025
"Block Group 3, Census Tract 29.02, Multnomah County, Oregon",462,417,45,462,57,405,462,21,0,23,28,0,9,0,38,26,0,72,66,57,15,20,87,75745,74444,462,462,0,372,266,0,0,0,0,266,106,1155,705,705,676,29,0,450,41,051,002902,3,410510029023
"Block Group 3, Census Tract 203.03, Clackamas County, Oregon",1148,829,319,1148,10,1138,1148,0,16,21,79,36,18,15,36,18,38,152,149,111,0,164,295,96731,165825,1148,1148,0,887,672,83,0,83,0,589,215,2133,1288,1288,1288,0,0,845,41,005,020303,3,410050203033
"Block Group 3, Census Tract 9709, Malheur County, Oregon",284,220,64,284,28,256,284,51,9,10,9,10,20,13,12,9,40,27,31,16,4,13,10,49643,62841,403,284,119,187,124,9,0,9,2,113,63,3655,308,308,267,41,0,3347,41,045,970900,3,410459709003
"Block Group 3, Census Tract 229.05, Clackamas County, Oregon",543,388,155,543,107,436,543,0,64,10,0,39,29,34,46,8,38,77,80,51,46,21,0,60156,61295,543,543,0,376,271,31,0,31,0,240,105,1346,870,870,794,76,0,476,41,005,022905,3,410050229053
"Block Group 2, Census Tract 230.02, Clackamas County, Oregon",896,637,259,896,126,770,896,66,33,47,69,51,0,32,15,0,50,67,81,123,70,76,116,79318,100250,896,896,0,819,585,163,12,151,0,422,234,2018,1128,1128,1032,96,0,890,41,005,023002,2,410050230022
"Block Group 2, Census Tract 9601, Wheeler County, Oregon",380,212,168,380,49,331,380,16,31,45,29,15,25,23,30,21,30,54,27,15,7,10,2,41364,49821,611,380,231,285,101,3,3,0,0,98,184,710,299,299,271,28,0,411,41,069,960100,2,410699601002
"Block Group 3, Census Tract 312, Washington County, Oregon",1385,1061,324,1385,259,1126,1385,157,36,98,35,0,153,18,136,36,13,65,253,55,41,227,62,61544,80518,1427,1385,42,537,336,23,0,23,0,313,201,2679,1901,1901,1848,53,0,778,41,067,031200,3,410670312003
"Block Group 1, Census Tract 9400, Malheur County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,045,940000,1,410459400001
"Block Group 2, Census Tract 9709, Malheur County, Oregon",254,198,56,254,28,226,254,7,16,23,20,15,26,7,2,19,26,16,43,20,3,4,7,48333,54844,594,254,340,162,38,0,0,0,0,38,124,500,296,296,290,6,0,204,41,045,970900,2,410459709002
"Block Group 2, Census Tract 208.02, Linn County, Oregon",642,539,103,642,71,571,642,26,0,92,8,15,39,0,28,51,45,80,115,36,39,47,21,61466,74205,642,642,0,265,204,14,0,14,0,190,61,1355,1004,1004,881,123,0,351,41,043,020802,2,410430208022
"Block Group 2, Census Tract 208.01, Linn County, Oregon",733,585,148,733,209,524,733,43,57,52,28,50,97,48,39,74,34,116,39,22,9,5,20,39441,49179,789,733,56,210,140,20,5,15,0,120,70,1356,988,988,950,38,0,368,41,043,020801,2,410430208012
"Block Group 1, Census Tract 239.01, Clackamas County, Oregon",1890,1678,212,1890,154,1736,1890,87,39,78,39,61,14,12,131,40,174,135,419,389,110,145,17,82931,90732,1963,1890,73,1392,1148,140,0,140,0,1008,244,3995,2924,2924,2778,146,0,1071,41,005,023901,1,410050239011
"Block Group 3, Census Tract 11, Marion County, Oregon",700,479,221,700,122,578,700,77,48,46,9,44,31,26,44,36,81,31,85,84,14,44,0,48382,64750,737,700,37,234,169,3,0,3,0,166,65,1357,824,824,761,63,0,533,41,047,001100,3,410470011003
"Block Group 4, Census Tract 20, Marion County, Oregon",1226,994,232,1226,169,1057,1226,0,26,58,49,168,118,132,80,30,117,160,92,16,83,76,21,42422,51192,1267,1226,41,651,340,29,12,17,0,311,311,2280,1462,1436,1397,39,26,818,41,047,002000,4,410470020004
"Block Group 3, Census Tract 203.04, Clackamas County, Oregon",938,825,113,938,14,924,938,0,27,14,14,86,98,16,25,0,43,60,177,36,59,156,127,92202,128077,938,938,0,348,196,49,18,31,0,147,152,1762,1237,1237,1122,115,0,525,41,005,020304,3,410050203043
