NAME,total population,total race,white,black,american indian or alaska native,asian,native hawaiian or pacific islander,other,two or more races,two races including other race,two races excluding other race or three or more races,total tenure,owner occupied,renter occupied,total educ attain,none,nursery,kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,12th grade no diploma,Regular high school diploma,GED or alternative credential,Some college <1 year,Some college 1+ years no degree,Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,state,county,tract,block group,GEOID
"Block Group 3, Census Tract 107.02, Benton County, Oregon",1400,1400,904,43,10,370,26,3,44,17,27,587,38,549,231,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28,0,0,32,50,51,52,0,4,41,003,010702,3,410030107023
"Block Group 1, Census Tract 107.02, Benton County, Oregon",1111,1111,898,0,0,158,0,8,47,0,47,514,148,366,754,0,0,0,5,0,0,0,0,0,0,0,0,6,0,12,29,5,16,162,49,107,190,38,135,41,003,010702,1,410030107021
"Block Group 5, Census Tract 9706, Malheur County, Oregon",225,225,225,0,0,0,0,0,0,0,0,101,63,38,171,14,0,0,0,0,0,0,0,0,0,0,0,0,21,0,41,0,15,39,8,33,0,0,0,41,045,970600,5,410459706005
"Block Group 2, Census Tract 9706, Malheur County, Oregon",1112,1112,1073,0,10,15,0,14,0,0,0,411,229,182,802,0,0,0,0,0,0,0,0,0,0,3,9,7,64,63,151,63,91,187,61,55,17,8,23,41,045,970600,2,410459706002
"Block Group 4, Census Tract 9706, Malheur County, Oregon",975,975,948,0,4,8,0,6,9,6,3,343,219,124,566,2,0,0,0,0,0,0,0,0,0,0,0,5,20,7,198,32,60,100,48,77,7,10,0,41,045,970600,4,410459706004
"Block Group 1, Census Tract 9702, Malheur County, Oregon",999,999,884,14,14,0,0,75,12,0,12,380,332,48,840,0,0,0,0,0,0,0,0,0,0,10,0,31,39,0,374,20,121,173,57,15,0,0,0,41,045,970200,1,410459702001
"Block Group 3, Census Tract 9702, Malheur County, Oregon",1088,1088,919,0,0,24,0,0,145,57,88,395,372,23,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,47,97,128,65,50,22,18,13,41,045,970200,3,410459702003
"Block Group 4, Census Tract 9702, Malheur County, Oregon",1452,1452,1189,10,0,20,16,116,101,0,101,669,483,186,1023,35,0,0,0,0,10,0,0,0,45,0,0,0,29,15,147,32,94,200,142,124,125,25,0,41,045,970200,4,410459702004
"Block Group 2, Census Tract 9702, Malheur County, Oregon",1136,1136,1127,0,0,0,0,9,0,0,0,303,192,111,589,12,0,0,0,0,0,0,39,0,0,17,48,0,60,36,104,62,28,100,55,28,0,0,0,41,045,970200,2,410459702002
"Block Group 1, Census Tract 9705, Malheur County, Oregon",723,723,677,5,0,41,0,0,0,0,0,287,182,105,548,0,0,0,0,0,0,0,0,0,0,12,38,12,23,7,123,53,65,79,55,62,19,0,0,41,045,970500,1,410459705001
"Block Group 6, Census Tract 9705, Malheur County, Oregon",804,804,802,0,0,0,0,0,2,0,2,261,88,173,463,17,0,0,0,0,2,0,0,0,7,4,23,15,0,8,72,12,72,99,15,83,22,12,0,41,045,970500,6,410459705006
"Block Group 4, Census Tract 9705, Malheur County, Oregon",796,796,684,0,2,9,0,74,27,3,24,282,141,141,404,50,0,0,0,0,24,0,19,4,0,6,5,28,4,22,52,23,48,71,15,0,33,0,0,41,045,970500,4,410459705004
"Block Group 5, Census Tract 9705, Malheur County, Oregon",679,679,627,0,0,0,0,43,9,0,9,270,165,105,380,5,0,0,0,0,0,0,0,6,6,4,0,10,0,5,85,14,45,84,89,18,6,3,0,41,045,970500,5,410459705005
"Block Group 3, Census Tract 9705, Malheur County, Oregon",863,863,801,0,0,0,0,45,17,0,17,262,189,73,428,4,0,0,0,0,16,0,18,34,6,0,44,46,8,27,60,13,30,75,17,15,15,0,0,41,045,970500,3,410459705003
"Block Group 2, Census Tract 9705, Malheur County, Oregon",828,828,740,0,0,10,0,66,12,12,0,342,278,64,516,29,0,0,0,0,0,0,0,36,39,19,42,5,15,4,115,40,25,68,20,53,0,6,0,41,045,970500,2,410459705002
"Block Group 2, Census Tract 1, Multnomah County, Oregon",1362,1362,1219,0,22,17,0,14,90,0,90,550,505,45,953,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,27,41,13,382,150,215,98,41,051,000100,2,410510001002
"Block Group 2, Census Tract 6.02, Multnomah County, Oregon",2524,2524,1393,219,122,497,0,92,201,0,201,884,660,224,1791,40,0,0,0,0,0,0,28,0,0,21,86,44,25,52,393,94,41,159,249,364,173,8,14,41,051,000602,2,410510006022
"Block Group 3, Census Tract 6.02, Multnomah County, Oregon",1781,1781,955,13,0,356,0,335,122,0,122,516,381,135,1194,30,0,0,0,0,0,8,78,35,0,163,5,49,0,13,231,26,31,137,80,221,68,19,0,41,051,000602,3,410510006023
"Block Group 1, Census Tract 6.02, Multnomah County, Oregon",541,541,395,0,6,111,0,0,29,0,29,283,114,169,431,0,0,0,0,0,0,0,0,0,0,5,0,28,0,39,112,32,64,62,30,48,11,0,0,41,051,000602,1,410510006021
"Block Group 4, Census Tract 8.01, Multnomah County, Oregon",999,999,849,0,0,48,0,0,102,14,88,462,223,239,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,14,157,50,300,179,63,38,41,051,000801,4,410510008014
"Block Group 2, Census Tract 74, Multnomah County, Oregon",2741,2741,1926,359,15,134,16,16,275,16,259,929,401,528,1681,12,0,0,0,0,0,0,0,0,0,29,76,0,0,70,137,70,54,242,209,533,163,36,50,41,051,007400,2,410510074002
"Block Group 1, Census Tract 7.01, Multnomah County, Oregon",1568,1568,1315,22,0,67,0,42,122,18,104,637,480,157,1129,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,120,44,64,149,72,434,203,18,10,41,051,000701,1,410510007011
"Block Group 2, Census Tract 7.01, Multnomah County, Oregon",845,845,686,0,0,139,0,0,20,0,20,359,278,81,656,22,0,0,0,0,9,0,0,0,0,17,0,0,0,19,82,0,17,126,60,184,110,0,10,41,051,000701,2,410510007012
"Block Group 2, Census Tract 16.02, Multnomah County, Oregon",1056,1056,699,118,17,52,11,41,118,0,118,421,293,128,924,3,0,0,0,14,3,0,0,0,0,0,2,29,0,12,201,38,95,106,130,226,65,0,0,41,051,001602,2,410510016022
"Block Group 3, Census Tract 16.02, Multnomah County, Oregon",1655,1655,1262,48,0,345,0,0,0,0,0,603,386,217,1051,1,0,0,0,0,0,0,0,0,0,2,20,0,7,0,202,14,39,308,96,224,128,0,10,41,051,001602,3,410510016023
"Block Group 4, Census Tract 16.02, Multnomah County, Oregon",728,728,474,0,0,214,20,0,20,0,20,328,241,87,589,24,0,0,0,0,0,0,0,0,0,0,0,37,9,0,71,24,40,55,44,188,65,32,0,41,051,001602,4,410510016024
"Block Group 1, Census Tract 65.01, Multnomah County, Oregon",2335,2335,2167,0,0,64,0,16,88,0,88,942,817,125,1614,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,122,29,65,213,61,489,423,148,42,41,051,006501,1,410510065011
"Block Group 1, Census Tract 79, Multnomah County, Oregon",1329,1329,940,113,8,91,37,33,107,0,107,621,162,459,966,24,0,0,0,0,0,0,0,15,23,10,66,8,14,17,190,68,74,210,79,118,50,0,0,41,051,007900,1,410510079001
"Block Group 2, Census Tract 82.02, Multnomah County, Oregon",2968,2968,2194,68,55,141,327,130,53,0,53,1049,525,524,2075,0,0,0,0,0,0,52,0,0,0,6,114,82,64,19,293,206,132,403,196,279,80,149,0,41,051,008202,2,410510082022
"Block Group 1, Census Tract 82.02, Multnomah County, Oregon",3509,3509,2791,291,62,307,0,0,58,13,45,1556,459,1097,2468,0,0,0,0,0,0,13,20,13,29,17,0,0,47,85,688,47,59,503,260,416,201,70,0,41,051,008202,1,410510082021
"Block Group 2, Census Tract 83.02, Multnomah County, Oregon",2325,2325,1699,130,15,97,49,72,263,0,263,830,432,398,1633,16,0,0,0,0,0,14,11,25,0,11,14,0,73,47,344,115,219,229,162,232,118,3,0,41,051,008302,2,410510083022
"Block Group 2, Census Tract 93.02, Multnomah County, Oregon",1537,1537,982,253,0,177,0,55,70,0,70,591,327,264,1117,55,0,0,0,0,0,0,0,0,0,0,0,36,11,36,262,72,129,160,64,200,62,30,0,41,051,009302,2,410510093022
"Block Group 2, Census Tract 97.01, Multnomah County, Oregon",1080,1080,955,4,0,17,19,12,73,0,73,482,339,143,878,0,0,0,0,0,0,0,32,0,0,0,34,72,11,35,213,13,100,97,138,106,27,0,0,41,051,009701,2,410510097012
"Block Group 3, Census Tract 97.01, Multnomah County, Oregon",1925,1925,905,531,46,240,0,176,27,0,27,563,446,117,1243,10,0,0,0,0,0,0,34,52,9,21,11,29,14,15,290,69,83,231,212,55,100,8,0,41,051,009701,3,410510097013
"Block Group 2, Census Tract 103.03, Multnomah County, Oregon",2685,2685,2070,217,0,18,16,108,256,0,256,831,533,298,1730,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,478,110,166,407,232,228,20,30,11,41,051,010303,2,410510103032
"Block Group 7, Census Tract 1, Multnomah County, Oregon",1085,1085,826,42,130,21,0,30,36,0,36,497,272,225,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,38,104,75,113,171,203,32,29,41,051,000100,7,410510001007
"Block Group 6, Census Tract 1, Multnomah County, Oregon",746,746,669,0,0,0,0,0,77,0,77,408,254,154,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,18,61,47,278,133,29,34,41,051,000100,6,410510001006
"Block Group 5, Census Tract 1, Multnomah County, Oregon",674,674,642,1,0,14,0,0,17,0,17,355,177,178,616,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,56,55,45,60,60,240,44,15,18,41,051,000100,5,410510001005
"Block Group 1, Census Tract 1, Multnomah County, Oregon",915,915,789,0,0,101,0,0,25,0,25,346,309,37,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,0,73,26,265,183,47,38,41,051,000100,1,410510001001
"Block Group 2, Census Tract 24.04, Lane County, Oregon",2043,2043,1711,0,0,0,0,136,196,9,187,845,467,378,1496,14,0,0,0,0,0,0,48,0,21,0,14,23,47,0,302,47,216,280,148,257,64,15,0,41,039,002404,2,410390024042
"Block Group 1, Census Tract 11.02, Benton County, Oregon",854,854,730,0,0,104,0,20,0,0,0,328,157,171,528,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,72,0,28,88,53,160,82,13,0,41,003,001102,1,410030011021
"Block Group 2, Census Tract 11.02, Benton County, Oregon",1526,1526,1315,0,5,95,12,37,62,0,62,655,138,517,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,22,184,180,13,29,41,003,001102,2,410030011022
"Block Group 3, Census Tract 104, Benton County, Oregon",2408,2408,1928,0,3,29,0,351,97,26,71,956,671,285,1729,19,0,0,49,6,0,0,41,6,0,34,8,57,19,30,391,85,132,323,125,240,138,26,0,41,003,010400,3,410030104003
"Block Group 1, Census Tract 104, Benton County, Oregon",1067,1067,1058,3,0,0,0,4,2,0,2,348,278,70,661,3,0,0,0,0,0,0,0,6,0,0,0,27,0,8,155,0,22,84,37,203,68,41,7,41,003,010400,1,410030104001
"Block Group 2, Census Tract 104, Benton County, Oregon",567,567,567,0,0,0,0,0,0,0,0,253,216,37,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,105,8,7,80,24,118,74,0,0,41,003,010400,2,410030104002
"Block Group 3, Census Tract 101, Benton County, Oregon",2768,2768,2472,0,58,46,0,0,192,0,192,969,941,28,1869,0,15,0,0,0,0,0,0,0,0,17,0,0,0,17,293,12,187,398,187,482,178,52,31,41,003,010100,3,410030101003
"Block Group 1, Census Tract 101, Benton County, Oregon",845,845,779,0,31,0,0,0,35,0,35,313,271,42,612,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,88,12,52,128,53,175,36,30,27,41,003,010100,1,410030101001
"Block Group 2, Census Tract 101, Benton County, Oregon",2452,2452,2271,0,10,33,22,84,32,0,32,898,861,37,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,208,47,43,193,78,755,221,53,40,41,003,010100,2,410030101002
"Block Group 4, Census Tract 101, Benton County, Oregon",1871,1871,1778,0,0,72,0,0,21,0,21,749,650,99,1336,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,169,0,186,245,189,343,120,28,48,41,003,010100,4,410030101004
"Block Group 5, Census Tract 101, Benton County, Oregon",1648,1648,1488,0,0,112,0,0,48,0,48,597,597,0,1126,0,0,0,0,0,0,0,0,19,0,0,0,0,0,27,119,16,85,74,117,442,173,0,54,41,003,010100,5,410030101005
"Block Group 4, Census Tract 4, Benton County, Oregon",1044,1044,931,0,46,17,0,0,50,0,50,441,374,67,865,2,0,0,0,0,0,0,0,0,0,1,0,14,1,16,127,14,31,139,58,169,157,68,68,41,003,000400,4,410030004004
"Block Group 1, Census Tract 4, Benton County, Oregon",2388,2388,2003,59,0,179,0,84,63,0,63,1092,528,564,1742,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0,132,51,80,255,165,521,259,75,174,41,003,000400,1,410030004001
"Block Group 2, Census Tract 4, Benton County, Oregon",2913,2913,2297,0,0,535,0,0,81,0,81,1180,915,265,1955,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,86,0,50,127,168,584,361,166,399,41,003,000400,2,410030004002
"Block Group 3, Census Tract 4, Benton County, Oregon",1710,1710,1411,0,64,197,0,0,38,0,38,725,414,311,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,13,115,14,423,242,108,266,41,003,000400,3,410030004003
"Block Group 1, Census Tract 1, Benton County, Oregon",1194,1194,1162,25,0,0,0,0,7,0,7,480,154,326,801,0,0,0,0,0,0,0,0,0,0,0,44,0,14,0,119,0,62,112,46,272,96,8,28,41,003,000100,1,410030001001
"Block Group 3, Census Tract 1, Benton County, Oregon",1333,1333,1120,29,0,169,0,15,0,0,0,553,383,170,1026,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,160,0,28,130,147,395,111,0,31,41,003,000100,3,410030001003
"Block Group 3, Census Tract 47, Lane County, Oregon",1401,1401,1317,0,0,84,0,0,0,0,0,458,266,192,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62,60,58,186,58,250,140,91,85,41,039,004700,3,410390047003
"Block Group 4, Census Tract 47, Lane County, Oregon",1266,1266,1141,0,0,10,36,0,79,0,79,589,161,428,901,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,86,47,25,174,17,298,123,32,59,41,039,004700,4,410390047004
"Block Group 1, Census Tract 47, Lane County, Oregon",854,854,809,17,0,7,0,13,8,0,8,314,144,170,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,62,17,182,48,48,7,41,039,004700,1,410390047001
"Block Group 3, Census Tract 50, Lane County, Oregon",1148,1148,1062,0,17,0,0,27,42,0,42,530,389,141,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,51,64,130,17,190,224,17,64,41,039,005000,3,410390050003
"Block Group 1, Census Tract 50, Lane County, Oregon",1153,1153,934,22,0,22,0,114,61,22,39,464,255,209,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,56,220,35,269,166,14,44,41,039,005000,1,410390050001
"Block Group 4, Census Tract 44.03, Lane County, Oregon",1528,1528,1148,0,0,0,0,357,23,0,23,592,396,196,1279,115,0,0,0,0,0,0,0,0,0,0,0,268,40,10,139,36,61,192,47,217,114,10,30,41,039,004403,4,410390044034
"Block Group 1, Census Tract 44.03, Lane County, Oregon",1159,1159,1068,27,0,20,0,16,28,0,28,471,94,377,628,0,0,0,44,0,0,0,0,0,0,0,0,0,0,51,131,89,36,72,96,49,60,0,0,41,039,004403,1,410390044031
"Block Group 2, Census Tract 44.03, Lane County, Oregon",1913,1913,1052,84,37,42,0,149,549,114,435,918,148,770,988,36,0,0,0,0,0,0,0,0,0,0,0,0,0,15,163,0,101,334,69,260,0,10,0,41,039,004403,2,410390044032
"Block Group 1, Census Tract 48, Lane County, Oregon",1846,1846,1471,57,10,152,37,4,115,0,115,921,122,799,434,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,10,0,23,36,122,88,27,102,41,039,004800,1,410390048001
"Block Group 3, Census Tract 48, Lane County, Oregon",1489,1489,1121,0,0,159,0,31,178,0,178,630,16,614,682,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,114,9,26,46,14,198,189,26,13,41,039,004800,3,410390048003
"Block Group 1, Census Tract 9.03, Lane County, Oregon",483,483,427,0,15,0,0,0,41,0,41,231,174,57,414,0,0,0,0,0,0,0,0,0,0,0,0,19,0,8,85,15,38,47,23,94,73,12,0,41,039,000903,1,410390009031
"Block Group 3, Census Tract 9.03, Lane County, Oregon",1855,1855,1529,13,0,18,35,0,260,0,260,633,405,228,1227,9,15,0,0,0,0,0,0,0,0,93,18,94,39,0,222,23,110,301,112,134,38,19,0,41,039,000903,3,410390009033
"Block Group 2, Census Tract 13.02, Lane County, Oregon",1877,1877,1685,0,14,12,0,51,115,13,102,807,439,368,1382,24,0,0,0,0,0,0,0,0,17,25,3,0,59,32,373,71,70,406,157,72,73,0,0,41,039,001302,2,410390013022
"Block Group 1, Census Tract 214, Clackamas County, Oregon",3298,3298,3230,0,7,0,19,0,42,0,42,1260,1204,56,2568,13,0,0,0,0,0,0,0,0,20,0,0,0,19,31,590,33,284,363,221,751,169,62,12,41,005,021400,1,410050214001
"Block Group 1, Census Tract 220, Clackamas County, Oregon",1921,1921,1818,27,0,26,0,0,50,0,50,685,500,185,1420,0,0,0,0,0,0,0,0,0,0,0,0,32,11,18,320,76,183,231,129,377,43,0,0,41,005,022000,1,410050220001
"Block Group 2, Census Tract 220, Clackamas County, Oregon",2588,2588,2350,0,71,71,0,67,29,0,29,930,791,139,1840,36,0,0,0,0,0,0,0,0,0,0,24,16,32,41,416,36,174,375,172,346,130,42,0,41,005,022000,2,410050220002
"Block Group 1, Census Tract 231, Clackamas County, Oregon",2534,2534,2473,0,0,20,0,0,41,0,41,893,837,56,1891,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,276,27,153,265,283,490,214,22,145,41,005,023100,1,410050231001
"Block Group 2, Census Tract 231, Clackamas County, Oregon",1345,1345,1274,0,0,16,0,0,55,0,55,566,506,60,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,375,60,94,263,171,92,58,0,29,41,005,023100,2,410050231002
"Block Group 3, Census Tract 231, Clackamas County, Oregon",2130,2130,1972,0,0,80,0,63,15,0,15,912,778,134,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,27,110,345,227,472,52,24,53,41,005,023100,3,410050231003
"Block Group 2, Census Tract 233, Clackamas County, Oregon",1394,1394,1210,0,10,21,0,8,145,51,94,528,465,63,1101,19,0,0,0,0,0,0,0,10,1,0,10,0,33,9,365,34,101,203,86,154,57,19,0,41,005,023300,2,410050233002
"Block Group 1, Census Tract 233, Clackamas County, Oregon",2290,2290,1818,0,106,9,15,32,310,8,302,817,763,54,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,11,159,536,168,283,105,20,0,41,005,023300,1,410050233001
"Block Group 3, Census Tract 233, Clackamas County, Oregon",1547,1547,1402,0,8,119,0,0,18,0,18,512,456,56,1163,13,0,0,0,0,0,0,0,0,0,0,14,26,31,24,372,46,58,219,104,183,60,13,0,41,005,023300,3,410050233003
"Block Group 1, Census Tract 3607.02, Josephine County, Oregon",3135,3135,2619,21,27,0,0,372,96,0,96,1506,762,744,2283,18,0,0,0,0,0,0,0,57,16,32,12,17,15,21,587,189,303,456,162,218,164,16,0,41,033,360702,1,410333607021
"Block Group 2, Census Tract 3607.02, Josephine County, Oregon",884,884,717,0,167,0,0,0,0,0,0,366,138,228,514,20,0,0,0,0,0,0,0,0,0,0,0,18,69,0,186,33,36,76,32,28,16,0,0,41,033,360702,2,410333607022
"Block Group 3, Census Tract 3607.02, Josephine County, Oregon",2014,2014,1803,11,0,2,0,8,190,49,141,877,362,515,1399,3,0,0,0,0,0,0,0,18,0,0,0,0,14,28,361,47,192,224,148,149,159,29,27,41,033,360702,3,410333607023
"Block Group 3, Census Tract 3610, Josephine County, Oregon",1311,1311,1248,11,20,0,0,0,32,0,32,548,481,67,1095,0,0,0,0,0,0,0,0,0,0,0,21,12,16,11,254,21,156,172,103,206,117,6,0,41,033,361000,3,410333610003
"Block Group 4, Census Tract 3610, Josephine County, Oregon",1772,1772,1688,0,0,32,0,0,52,0,52,543,465,78,1291,0,0,0,0,16,0,0,0,0,1,0,0,51,24,23,479,96,107,152,109,140,63,16,14,41,033,361000,4,410333610004
"Block Group 2, Census Tract 3610, Josephine County, Oregon",1195,1195,1082,9,16,88,0,0,0,0,0,528,428,100,995,7,0,0,0,0,0,0,0,0,0,11,0,55,35,6,309,32,99,224,105,30,57,25,0,41,033,361000,2,410333610002
"Block Group 1, Census Tract 3616, Josephine County, Oregon",1148,1148,1066,7,7,58,0,0,10,0,10,515,224,291,837,20,0,0,0,1,0,0,0,0,0,0,102,13,43,23,153,45,82,184,108,36,0,27,0,41,033,361600,1,410333616001
"Block Group 7, Census Tract 3616, Josephine County, Oregon",1224,1224,1150,0,74,0,0,0,0,0,0,591,462,129,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,151,55,152,54,154,35,29,0,41,033,361600,7,410333616007
"Block Group 5, Census Tract 3616, Josephine County, Oregon",502,502,469,0,0,0,0,0,33,0,33,222,207,15,351,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,0,112,88,16,47,26,0,0,41,033,361600,5,410333616005
"Block Group 2, Census Tract 3616, Josephine County, Oregon",1657,1657,1638,19,0,0,0,0,0,0,0,700,407,293,1109,7,0,0,0,0,0,0,0,0,0,0,10,7,76,0,242,62,177,218,160,59,72,19,0,41,033,361600,2,410333616002
"Block Group 3, Census Tract 108, Benton County, Oregon",1862,1862,1539,0,0,49,5,75,194,0,194,722,419,303,1199,7,0,0,0,0,0,0,0,20,0,0,0,0,37,26,241,21,68,168,163,361,46,10,31,41,003,010800,3,410030108003
"Block Group 1, Census Tract 108, Benton County, Oregon",665,665,542,7,0,35,0,67,14,0,14,278,102,176,497,9,0,0,0,0,0,0,0,0,0,0,9,11,25,19,82,35,30,52,33,150,19,0,23,41,003,010800,1,410030108001
"Block Group 2, Census Tract 108, Benton County, Oregon",1095,1095,1009,0,8,13,0,3,62,21,41,391,257,134,760,10,0,0,0,0,0,0,0,0,0,0,11,0,11,0,114,49,79,136,90,112,88,47,13,41,003,010800,2,410030108002
"Block Group 4, Census Tract 106, Benton County, Oregon",2165,2165,1562,13,0,305,11,0,274,8,266,59,0,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,41,003,010600,4,410030106004
"Block Group 3, Census Tract 106, Benton County, Oregon",1083,1083,671,37,11,288,0,13,63,40,23,503,25,478,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,76,0,13,14,0,0,41,003,010600,3,410030106003
"Block Group 1, Census Tract 106, Benton County, Oregon",1339,1339,1161,0,6,76,0,0,96,15,81,823,235,588,1098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,52,1,40,233,29,506,133,10,78,41,003,010600,1,410030106001
"Block Group 5, Census Tract 104, Marion County, Oregon",1122,1122,800,3,0,33,0,223,63,33,30,316,186,130,864,0,0,0,0,0,0,52,34,42,0,0,0,11,8,0,129,24,71,164,23,248,46,2,10,41,047,010400,5,410470104005
"Block Group 1, Census Tract 9602, Harney County, Oregon",1205,1205,1163,19,11,0,0,0,12,0,12,444,330,114,834,0,0,0,0,0,0,0,0,0,0,14,24,8,2,46,242,21,94,119,93,75,90,6,0,41,025,960200,1,410259602001
"Block Group 4, Census Tract 9601, Harney County, Oregon",1292,1292,1143,0,0,0,0,0,149,0,149,677,461,216,968,0,0,0,0,0,0,0,0,0,0,27,0,12,60,2,211,26,77,273,100,114,48,0,18,41,025,960100,4,410259601004
"Block Group 3, Census Tract 9601, Harney County, Oregon",1260,1260,1155,0,0,0,0,0,105,0,105,489,406,83,903,0,0,0,0,0,0,0,0,0,0,12,0,9,15,0,291,29,41,216,90,64,64,21,51,41,025,960100,3,410259601003
"Block Group 5, Census Tract 9601, Harney County, Oregon",536,536,523,0,5,0,0,0,8,0,8,290,213,77,378,21,0,0,0,0,0,0,0,0,0,17,0,0,26,0,153,6,0,68,32,37,0,18,0,41,025,960100,5,410259601005
"Block Group 2, Census Tract 314.02, Washington County, Oregon",1545,1545,1097,43,9,161,15,192,28,0,28,627,0,627,1032,20,0,0,0,0,0,0,0,0,0,0,0,9,0,0,105,31,60,155,135,322,120,75,0,41,067,031402,2,410670314022
"Block Group 3, Census Tract 19.04, Lane County, Oregon",918,918,724,0,0,7,0,36,151,0,151,493,493,0,872,2,0,0,0,0,0,0,0,28,14,17,24,2,231,27,231,10,51,192,15,11,0,17,0,41,039,001904,3,410390019043
"Block Group 1, Census Tract 29.03, Lane County, Oregon",1310,1310,1090,35,0,21,0,0,164,0,164,535,335,200,825,0,0,0,0,0,6,0,0,0,0,0,0,0,8,19,49,7,45,271,81,208,115,16,0,41,039,002903,1,410390029031
"Block Group 2, Census Tract 23.01, Lane County, Oregon",1035,1035,751,0,0,45,0,87,152,0,152,431,318,113,756,0,0,13,0,0,0,0,0,0,0,0,14,54,0,17,131,13,97,159,53,112,86,7,0,41,039,002301,2,410390023012
"Block Group 3, Census Tract 45.01, Lane County, Oregon",1103,1103,940,77,0,10,20,44,12,0,12,528,95,433,836,1,0,0,0,0,0,8,0,1,0,0,0,2,14,8,67,0,38,177,135,253,124,0,8,41,039,004501,3,410390045013
"Block Group 1, Census Tract 45.01, Lane County, Oregon",804,804,700,36,0,21,0,26,21,0,21,483,121,362,641,9,0,0,0,0,0,8,0,0,0,0,0,10,0,0,34,5,36,107,21,210,149,52,0,41,039,004501,1,410390045011
"Block Group 4, Census Tract 3.01, Multnomah County, Oregon",976,976,672,52,0,138,25,0,89,16,73,513,63,450,718,17,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62,17,19,82,120,211,123,27,17,41,051,000301,4,410510003014
"Block Group 1, Census Tract 99.04, Multnomah County, Oregon",1703,1703,1516,28,54,41,0,24,40,0,40,571,287,284,1062,6,0,0,0,0,0,0,17,0,0,38,39,7,0,57,237,33,58,173,158,156,71,12,0,41,051,009904,1,410510099041
"Block Group 3, Census Tract 99.04, Multnomah County, Oregon",1038,1038,836,0,48,129,0,25,0,0,0,385,302,83,759,0,0,0,0,0,0,0,0,0,0,0,0,28,11,26,130,35,102,137,84,175,31,0,0,41,051,009904,3,410510099043
"Block Group 2, Census Tract 106, Multnomah County, Oregon",1569,1569,1386,0,50,121,0,0,12,0,12,1266,288,978,1529,57,0,0,0,0,0,11,0,0,0,75,32,13,0,0,88,93,102,257,168,275,214,83,61,41,051,010600,2,410510106002
"Block Group 3, Census Tract 106, Multnomah County, Oregon",938,938,597,158,19,30,0,9,125,9,116,329,0,329,849,15,0,0,0,0,0,0,0,15,0,27,13,14,71,0,35,108,121,308,34,74,0,0,14,41,051,010600,3,410510106003
"Block Group 1, Census Tract 23.03, Multnomah County, Oregon",706,706,597,11,9,9,0,0,80,0,80,423,73,350,650,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,50,47,62,104,100,151,94,21,0,41,051,002303,1,410510023031
"Block Group 1, Census Tract 22.03, Multnomah County, Oregon",1227,1227,917,101,43,54,8,21,83,0,83,565,145,420,1060,0,0,0,0,0,0,0,0,0,0,13,9,10,2,0,109,38,9,138,60,333,299,40,0,41,051,002203,1,410510022031
