,NAME,tot_pop,race_tot,race_white,race_black,race_indig,race_asian,race_isl,race_oth,race_2+,race_2+inc,race_2_3+,tenu_tot,tenu_own,tenu_rent,edu_tot,edu_none,edu_nurs,edu_kind,edu_1st,edu_2nd,edu_3rd,edu_4th,edu_5th,edu_6th,edu_7th,edu_8th,edu_9th,edu_10th,edu_11th,edu_12_nodip,edu_hsdip,edu_ged,edu_coll<1,edu_coll>1,edu_assoc,edu_bach,edu_mast,edu_prof,edu_doct,comp_tot,comp_has,comp_dial,comp_bro,comp_noint,comp_no,state,county,tract,block group,GEOID,tenu_p-rent,race_nonw,race_prop
531,"Block Group 1, Census Tract 45.01, Lane County, Oregon",804,804,700,36,0,21,0,26,21,0,21,483,121,362,641,9,0,0,0,0,0,8,0,0,0,0,0,10,0,0,34,5,36,107,21,210,149,52,0,483,447,0,378,69,36,41,39,4501,1,410390045011,0.7494824016563147,104,0.12935323383084577
532,"Block Group 4, Census Tract 3.01, Multnomah County, Oregon",976,976,672,52,0,138,25,0,89,16,73,513,63,450,718,17,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62,17,19,82,120,211,123,27,17,513,499,0,486,13,14,41,51,301,4,410510003014,0.8771929824561403,304,0.3114754098360656
533,"Block Group 1, Census Tract 99.04, Multnomah County, Oregon",1703,1703,1516,28,54,41,0,24,40,0,40,571,287,284,1062,6,0,0,0,0,0,0,17,0,0,38,39,7,0,57,237,33,58,173,158,156,71,12,0,571,514,0,493,21,57,41,51,9904,1,410510099041,0.4973730297723292,187,0.1098062243100411
534,"Block Group 3, Census Tract 99.04, Multnomah County, Oregon",1038,1038,836,0,48,129,0,25,0,0,0,385,302,83,759,0,0,0,0,0,0,0,0,0,0,0,0,28,11,26,130,35,102,137,84,175,31,0,0,385,385,0,346,39,0,41,51,9904,3,410510099043,0.21558441558441557,202,0.19460500963391136
535,"Block Group 2, Census Tract 106, Multnomah County, Oregon",1569,1569,1386,0,50,121,0,0,12,0,12,1266,288,978,1529,57,0,0,0,0,0,11,0,0,0,75,32,13,0,0,88,93,102,257,168,275,214,83,61,1266,1062,14,828,220,204,41,51,10600,2,410510106002,0.7725118483412322,183,0.11663479923518165
536,"Block Group 3, Census Tract 106, Multnomah County, Oregon",938,938,597,158,19,30,0,9,125,9,116,329,0,329,849,15,0,0,0,0,0,0,0,15,0,27,13,14,71,0,35,108,121,308,34,74,0,0,14,329,296,0,202,94,33,41,51,10600,3,410510106003,1.0,341,0.36353944562899787
537,"Block Group 1, Census Tract 23.03, Multnomah County, Oregon",706,706,597,11,9,9,0,0,80,0,80,423,73,350,650,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,50,47,62,104,100,151,94,21,0,423,384,0,353,31,39,41,51,2303,1,410510023031,0.8274231678486997,109,0.15439093484419264
538,"Block Group 1, Census Tract 22.03, Multnomah County, Oregon",1227,1227,917,101,43,54,8,21,83,0,83,565,145,420,1060,0,0,0,0,0,0,0,0,0,0,13,9,10,2,0,109,38,9,138,60,333,299,40,0,565,546,0,511,35,19,41,51,2203,1,410510022031,0.7433628318584071,310,0.2526487367563162
539,"Block Group 2, Census Tract 22.03, Multnomah County, Oregon",1182,1182,975,166,0,0,0,0,41,0,41,492,254,238,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,22,32,64,51,360,224,61,25,492,492,0,430,62,0,41,51,2203,2,410510022032,0.483739837398374,207,0.1751269035532995
540,"Block Group 4, Census Tract 22.03, Multnomah County, Oregon",842,842,644,115,0,57,0,0,26,0,26,458,143,315,763,14,0,0,0,0,0,0,0,0,0,29,9,0,15,14,49,38,19,117,26,279,98,23,33,458,408,0,382,26,50,41,51,2203,4,410510022034,0.6877729257641921,198,0.23515439429928742
541,"Block Group 3, Census Tract 65.01, Multnomah County, Oregon",1714,1714,1649,36,0,0,0,0,29,14,15,640,586,54,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,43,134,47,500,294,91,101,640,640,0,603,37,0,41,51,6501,3,410510065013,0.084375,65,0.037922987164527425
542,"Block Group 3, Census Tract 307.02, Yamhill County, Oregon",2893,2893,2521,50,0,0,0,200,122,0,122,1140,830,310,2026,0,0,0,0,0,0,0,0,0,0,53,81,15,65,165,253,123,284,380,230,243,115,19,0,1140,1069,0,1026,43,71,41,71,30702,3,410710307023,0.2719298245614035,372,0.1285862426546837
543,"Block Group 3, Census Tract 308.01, Yamhill County, Oregon",2033,2033,1949,0,0,0,0,84,0,0,0,738,331,407,1202,19,0,0,0,0,0,0,40,16,0,0,22,34,39,18,144,152,114,215,219,108,53,0,9,738,719,0,668,51,19,41,71,30801,3,410710308013,0.551490514905149,84,0.04131824889326119
544,"Block Group 4, Census Tract 35, Lane County, Oregon",1502,1502,1432,8,0,0,0,10,52,0,52,499,462,37,997,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,282,104,128,118,178,91,72,9,0,499,446,0,410,36,53,41,39,3500,4,410390035004,0.07414829659318638,70,0.04660452729693742
545,"Block Group 1, Census Tract 24.04, Lane County, Oregon",2015,2015,1760,0,5,7,17,166,60,0,60,802,579,223,1369,12,0,0,0,0,27,0,0,0,0,0,0,11,0,18,276,53,103,309,108,315,101,0,36,802,736,0,671,65,66,41,39,2404,1,410390024041,0.27805486284289277,255,0.12655086848635236
546,"Block Group 1, Census Tract 28, Lane County, Oregon",2216,2216,1735,29,23,14,57,225,133,0,133,894,297,597,1496,6,0,0,0,0,47,0,19,0,0,0,0,55,0,24,435,42,165,254,254,131,56,0,8,894,825,0,800,25,69,41,39,2800,1,410390028001,0.6677852348993288,481,0.217057761732852
547,"Block Group 2, Census Tract 16, Lane County, Oregon",1212,1212,1108,0,15,22,7,46,14,0,14,478,372,106,883,0,0,0,0,0,0,0,0,11,0,3,17,33,11,19,214,12,122,197,86,103,42,0,13,478,457,0,387,70,21,41,39,1600,2,410390016002,0.2217573221757322,104,0.0858085808580858
548,"Block Group 3, Census Tract 16, Lane County, Oregon",1058,1058,1008,25,4,7,0,2,12,0,12,411,353,58,827,10,0,0,0,0,0,0,0,0,0,0,3,20,20,10,198,10,67,180,121,126,32,18,12,411,383,6,358,19,28,41,39,1600,3,410390016003,0.1411192214111922,50,0.04725897920604915
549,"Block Group 1, Census Tract 16, Lane County, Oregon",531,531,531,0,0,0,0,0,0,0,0,228,200,28,415,0,0,0,0,0,0,0,0,0,0,0,0,53,0,7,107,24,30,107,13,46,28,0,0,228,211,0,204,7,17,41,39,1600,1,410390016001,0.12280701754385964,0,0.0
550,"Block Group 4, Census Tract 16, Lane County, Oregon",934,934,912,7,0,8,0,0,7,0,7,381,346,35,773,0,0,0,0,0,0,0,0,0,0,38,40,35,16,0,126,21,35,80,107,144,123,0,8,381,370,5,334,31,11,41,39,1600,4,410390016004,0.09186351706036745,22,0.023554603854389723
551,"Block Group 1, Census Tract 21.01, Lane County, Oregon",1154,1154,1021,1,0,0,24,105,3,0,3,483,366,117,901,0,0,0,0,0,0,0,0,0,32,0,26,0,20,0,143,79,100,166,98,199,27,11,0,483,414,0,394,20,69,41,39,2101,1,410390021011,0.2422360248447205,133,0.11525129982668977
552,"Block Group 3, Census Tract 99.03, Multnomah County, Oregon",2230,2230,1722,2,0,321,2,0,183,0,183,763,631,132,1634,52,30,0,0,0,0,0,0,0,33,2,0,36,0,0,240,23,0,407,77,528,155,35,16,763,746,0,723,23,17,41,51,9903,3,410510099033,0.17300131061598953,508,0.22780269058295965
553,"Block Group 2, Census Tract 302, Washington County, Oregon",1294,1294,1268,0,0,8,0,0,18,0,18,529,498,31,1050,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,110,12,17,139,50,400,173,99,32,529,494,0,459,35,35,41,67,30200,2,410670302002,0.05860113421550094,26,0.02009273570324575
554,"Block Group 3, Census Tract 302, Washington County, Oregon",2233,2233,1905,16,24,167,0,72,49,0,49,922,486,436,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,32,161,116,95,464,301,113,83,922,922,0,922,0,0,41,67,30200,3,410670302003,0.47288503253796094,328,0.14688759516345723
555,"Block Group 4, Census Tract 308.01, Washington County, Oregon",1719,1719,1481,0,0,30,11,44,153,35,118,724,88,636,1057,0,0,0,0,0,0,0,0,25,0,27,73,0,0,0,125,69,33,319,127,206,53,0,0,724,707,0,554,153,17,41,67,30801,4,410670308014,0.8784530386740331,238,0.13845258871436883
556,"Block Group 3, Census Tract 308.01, Washington County, Oregon",1929,1929,1457,53,0,148,0,162,109,0,109,758,310,448,1362,20,0,0,0,0,0,0,2,39,0,0,0,0,22,16,142,106,67,330,293,184,128,0,13,758,758,0,742,16,0,41,67,30801,3,410670308013,0.5910290237467019,472,0.24468636599274235
557,"Block Group 2, Census Tract 316.11, Washington County, Oregon",3517,3517,1147,105,0,2129,0,31,105,0,105,1254,498,756,2560,17,0,0,0,0,0,0,0,0,0,0,19,0,0,0,83,64,128,286,106,996,745,12,104,1254,1254,0,1254,0,0,41,67,31611,2,410670316112,0.6028708133971292,2370,0.6738697753767415
558,"Block Group 3, Census Tract 316.11, Washington County, Oregon",1582,1582,1058,0,0,318,0,173,33,0,33,572,302,270,1074,0,0,0,0,0,0,0,0,0,0,0,11,40,0,0,173,12,58,88,93,312,153,87,47,572,572,11,518,43,0,41,67,31611,3,410670316113,0.47202797202797203,524,0.33122629582806573
559,"Block Group 6, Census Tract 17.01, Multnomah County, Oregon",1274,1274,1130,0,0,0,0,0,144,0,144,371,246,125,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,21,35,214,63,281,78,54,16,371,371,0,345,26,0,41,51,1701,6,410510017016,0.33692722371967654,144,0.1130298273155416
560,"Block Group 1, Census Tract 9707, Columbia County, Oregon",916,916,811,0,10,25,20,0,50,0,50,383,249,134,659,0,0,0,0,0,0,0,8,0,0,0,0,9,0,61,150,37,37,108,89,93,16,33,18,383,329,0,329,0,54,41,9,970700,1,410099707001,0.34986945169712796,105,0.1146288209606987
561,"Block Group 4, Census Tract 9707, Columbia County, Oregon",1470,1470,1228,18,49,6,47,0,122,0,122,607,358,249,964,6,0,0,0,0,0,0,0,0,0,36,0,40,40,52,266,98,184,81,75,54,32,0,0,607,572,0,544,28,35,41,9,970700,4,410099707004,0.4102141680395387,242,0.16462585034013605
562,"Block Group 3, Census Tract 9707, Columbia County, Oregon",1001,1001,915,0,26,0,0,0,60,0,60,399,236,163,701,0,0,0,0,0,0,0,0,0,0,0,0,31,29,17,116,74,56,217,77,84,0,0,0,399,379,0,360,19,20,41,9,970700,3,410099707003,0.40852130325814534,86,0.08591408591408592
563,"Block Group 1, Census Tract 9710, Columbia County, Oregon",1725,1725,1653,24,13,8,0,18,9,0,9,623,262,361,1046,0,0,0,0,0,11,0,50,0,0,0,0,0,11,31,332,37,101,183,107,131,41,11,0,623,591,10,561,20,32,41,9,971000,1,410099710001,0.579454253611557,72,0.04173913043478261
564,"Block Group 2, Census Tract 9710, Columbia County, Oregon",1773,1773,1702,2,35,34,0,0,0,0,0,725,653,72,1292,0,0,0,0,0,0,0,0,0,2,0,12,20,13,10,285,36,187,155,113,373,86,0,0,725,677,7,610,60,48,41,9,971000,2,410099710002,0.0993103448275862,71,0.04004512126339538
565,"Block Group 3, Census Tract 9710, Columbia County, Oregon",1516,1516,1425,0,9,39,0,27,16,9,7,559,490,69,1110,0,0,0,0,0,0,9,0,0,0,0,0,8,0,24,121,61,124,166,184,296,96,11,10,559,538,11,493,34,21,41,9,971000,3,410099710003,0.12343470483005367,91,0.060026385224274406
566,"Block Group 3, Census Tract 9705, Columbia County, Oregon",1090,1090,967,0,9,0,0,0,114,0,114,380,380,0,739,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,294,34,77,86,69,118,15,0,27,380,365,0,307,58,15,41,9,970500,3,410099705003,0.0,123,0.11284403669724771
567,"Block Group 4, Census Tract 9705, Columbia County, Oregon",665,665,631,0,0,15,0,0,19,0,19,326,236,90,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,164,62,30,96,0,71,18,0,0,326,311,19,292,0,15,41,9,970500,4,410099705004,0.27607361963190186,34,0.05112781954887218
568,"Block Group 1, Census Tract 9705, Columbia County, Oregon",3462,3462,3189,25,38,79,0,35,96,0,96,1337,1092,245,2546,47,0,0,0,0,0,0,16,14,3,29,20,25,57,65,806,145,267,494,226,166,148,4,14,1337,1242,6,1142,94,95,41,9,970500,1,410099705001,0.18324607329842932,273,0.07885615251299827
569,"Block Group 2, Census Tract 9705, Columbia County, Oregon",1433,1433,1330,0,0,22,12,0,69,0,69,535,470,65,1090,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,77,130,130,142,140,95,0,12,535,476,0,458,18,59,41,9,970500,2,410099705002,0.12149532710280374,103,0.0718771807397069
570,"Block Group 2, Census Tract 9711, Columbia County, Oregon",1262,1262,1211,36,0,0,0,7,8,0,8,470,405,65,944,0,0,0,0,0,0,0,0,0,0,0,1,64,44,33,237,24,99,150,122,45,83,42,0,470,404,0,348,56,66,41,9,971100,2,410099711002,0.13829787234042554,51,0.04041204437400951
571,"Block Group 3, Census Tract 9711, Columbia County, Oregon",1191,1191,1174,0,0,0,0,0,17,0,17,504,450,54,878,0,0,0,0,0,0,0,0,0,0,23,0,11,37,9,198,23,145,151,111,150,20,0,0,504,459,10,441,8,45,41,9,971100,3,410099711003,0.10714285714285714,17,0.014273719563392108
572,"Block Group 1, Census Tract 9711, Columbia County, Oregon",931,931,926,0,5,0,0,0,0,0,0,359,325,34,683,6,0,0,0,0,0,0,0,0,0,0,0,4,14,30,321,19,16,137,33,79,16,8,0,359,347,0,327,20,12,41,9,971100,1,410099711001,0.0947075208913649,5,0.0053705692803437165
573,"Block Group 1, Census Tract 9706, Columbia County, Oregon",1940,1940,1940,0,0,0,0,0,0,0,0,723,683,40,1362,43,0,0,0,0,0,9,0,0,0,0,0,0,16,20,277,153,114,196,173,244,95,22,0,723,649,0,633,16,74,41,9,970600,1,410099706001,0.05532503457814661,0,0.0
574,"Block Group 3, Census Tract 9706, Columbia County, Oregon",1060,1060,969,0,0,0,0,19,72,17,55,397,397,0,871,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,272,107,61,159,54,182,24,0,0,397,341,0,326,15,56,41,9,970600,3,410099706003,0.0,91,0.08584905660377358
575,"Block Group 2, Census Tract 9709, Columbia County, Oregon",1006,1006,967,0,0,39,0,0,0,0,0,409,228,181,724,0,0,0,0,0,0,0,0,0,0,0,0,26,0,23,227,62,23,95,91,90,58,0,29,409,369,0,369,0,40,41,9,970900,2,410099709002,0.44254278728606355,39,0.03876739562624255
576,"Block Group 1, Census Tract 9709, Columbia County, Oregon",1050,1050,875,0,0,31,0,0,144,0,144,425,364,61,706,0,0,0,0,0,0,0,0,0,0,12,0,12,0,26,63,66,113,84,73,156,64,19,18,425,399,0,377,22,26,41,9,970900,1,410099709001,0.14352941176470588,175,0.16666666666666666
577,"Block Group 1, Census Tract 9504, Crook County, Oregon",3629,3629,3440,0,43,33,8,16,89,14,75,1585,1369,216,3015,7,0,0,0,0,0,0,0,29,0,43,7,77,102,100,864,188,468,359,380,259,85,47,0,1585,1424,10,1220,194,161,41,13,950400,1,410139504001,0.1362776025236593,189,0.052080462937448335
578,"Block Group 2, Census Tract 9504, Crook County, Oregon",613,613,613,0,0,0,0,0,0,0,0,231,182,49,471,0,0,0,0,0,0,0,0,0,0,0,29,0,8,0,164,49,31,94,24,56,0,9,7,231,203,0,163,40,28,41,13,950400,2,410139504002,0.21212121212121213,0,0.0
579,"Block Group 2, Census Tract 53, Lane County, Oregon",1764,1764,1641,0,0,31,0,35,57,7,50,718,606,112,1430,0,0,0,0,0,0,0,2,0,0,0,10,37,0,0,161,31,55,136,126,403,330,64,75,718,692,0,685,7,26,41,39,5300,2,410390053002,0.15598885793871867,123,0.06972789115646258
580,"Block Group 1, Census Tract 53, Lane County, Oregon",727,727,595,0,0,14,0,0,118,0,118,316,217,99,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,19,0,94,16,207,88,12,71,316,299,0,299,0,17,41,39,5300,1,410390053001,0.31329113924050633,132,0.1815680880330124
581,"Block Group 3, Census Tract 11.01, Lane County, Oregon",2554,2554,2432,0,0,0,0,35,87,0,87,1003,884,119,1875,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,52,200,546,210,290,73,14,0,1003,953,0,925,28,50,41,39,1101,3,410390011013,0.11864406779661017,122,0.047768206734534066
582,"Block Group 1, Census Tract 11.01, Lane County, Oregon",1699,1699,1530,0,27,88,0,0,54,0,54,668,616,52,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,196,4,94,138,123,372,224,35,76,668,625,13,542,70,43,41,39,1101,1,410390011011,0.07784431137724551,169,0.09947027663331372
583,"Block Group 3, Census Tract 11.02, Lane County, Oregon",1333,1333,1256,0,0,13,0,33,31,0,31,500,400,100,954,4,0,0,0,0,0,0,0,0,0,0,0,11,0,18,258,20,105,215,87,148,70,13,5,500,472,11,376,85,28,41,39,1102,3,410390011023,0.2,77,0.05776444111027757
584,"Block Group 1, Census Tract 11.02, Lane County, Oregon",975,975,965,0,0,0,0,0,10,0,10,326,315,11,676,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,107,31,171,151,38,111,35,5,11,326,303,12,285,6,23,41,39,1102,1,410390011021,0.03374233128834356,10,0.010256410256410256
585,"Block Group 2, Census Tract 14, Lane County, Oregon",963,963,901,0,0,16,0,0,46,6,40,340,238,102,678,0,0,0,0,0,0,0,0,0,0,22,6,59,57,14,151,23,48,132,12,121,33,0,0,340,279,0,266,13,61,41,39,1400,2,410390014002,0.3,62,0.06438213914849429
586,"Block Group 2, Census Tract 3608, Josephine County, Oregon",885,885,849,0,0,0,0,0,36,0,36,460,425,35,793,0,0,0,0,0,0,0,0,0,0,0,17,20,18,14,252,19,74,184,79,96,0,20,0,460,445,0,428,17,15,41,33,360800,2,410333608002,0.07608695652173914,36,0.04067796610169491
587,"Block Group 3, Census Tract 3608, Josephine County, Oregon",2926,2926,2762,42,39,0,0,57,26,0,26,1114,844,270,2165,61,0,0,0,0,0,0,0,1,0,2,0,18,50,35,685,136,166,282,191,356,160,22,0,1114,1040,0,907,133,74,41,33,360800,3,410333608003,0.24236983842010773,164,0.056049213943950786
588,"Block Group 2, Census Tract 3605, Josephine County, Oregon",857,857,857,0,0,0,0,0,0,0,0,374,208,166,655,0,0,0,0,0,0,14,0,0,0,0,0,0,13,15,244,50,62,148,17,77,15,0,0,374,347,13,334,0,27,41,33,360500,2,410333605002,0.44385026737967914,0,0.0
589,"Block Group 4, Census Tract 3605, Josephine County, Oregon",1847,1847,1697,96,6,0,0,0,48,0,48,716,305,411,1199,0,0,0,0,0,0,0,0,0,0,13,0,7,26,34,338,84,105,209,263,82,38,0,0,716,637,19,571,47,79,41,33,360500,4,410333605004,0.5740223463687151,150,0.08121277747698971
590,"Block Group 1, Census Tract 3615, Josephine County, Oregon",2398,2398,2224,0,80,40,0,25,29,0,29,1072,863,209,2015,8,0,0,0,0,0,0,0,0,0,36,7,48,42,86,344,68,288,480,207,286,90,16,9,1072,903,17,860,26,169,41,33,361500,1,410333615001,0.19496268656716417,174,0.0725604670558799
591,"Block Group 1, Census Tract 9702, Klamath County, Oregon",1035,1035,951,0,0,84,0,0,0,0,0,504,415,89,756,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,264,22,30,240,83,56,45,0,0,504,487,13,413,61,17,41,35,970200,1,410359702001,0.1765873015873016,84,0.08115942028985507
592,"Block Group 2, Census Tract 9702, Klamath County, Oregon",1006,1006,935,0,56,0,0,0,15,15,0,466,454,12,677,0,0,0,0,0,0,0,0,0,0,48,26,29,0,18,159,69,49,44,119,23,21,57,15,466,389,15,338,36,77,41,35,970200,2,410359702002,0.02575107296137339,71,0.0705765407554672
593,"Block Group 4, Census Tract 9702, Klamath County, Oregon",1056,1056,601,0,376,3,0,10,66,0,66,456,366,90,755,11,0,0,0,8,0,0,0,19,3,17,2,24,12,43,137,20,81,105,58,109,106,0,0,456,378,0,229,149,78,41,35,970200,4,410359702004,0.19736842105263158,455,0.4308712121212121
594,"Block Group 1, Census Tract 105.02, Marion County, Oregon",2854,2854,2401,0,11,28,0,280,134,0,134,1187,771,416,1913,4,0,0,0,0,0,0,0,0,0,0,0,25,0,17,457,75,216,378,249,323,147,22,0,1187,1127,13,1062,52,60,41,47,10502,1,410470105021,0.35046335299073295,453,0.15872459705676245
595,"Block Group 3, Census Tract 105.02, Marion County, Oregon",527,527,501,0,0,0,0,0,26,0,26,216,124,92,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,32,70,27,36,76,36,0,11,216,203,0,140,63,13,41,47,10502,3,410470105023,0.42592592592592593,26,0.04933586337760911
596,"Block Group 3, Census Tract 17.02, Marion County, Oregon",2457,2457,1642,33,9,10,170,400,193,18,175,661,241,420,1703,71,0,0,0,66,50,0,9,197,9,1,33,59,33,67,352,80,95,137,219,198,27,0,0,661,539,0,444,95,122,41,47,1702,3,410470017023,0.6354009077155824,815,0.33170533170533173
597,"Block Group 1, Census Tract 17.02, Marion County, Oregon",1880,1880,1446,3,114,13,0,39,265,0,265,474,356,118,938,83,0,0,0,0,0,0,22,8,0,37,8,17,0,26,232,64,66,196,80,85,14,0,0,474,425,15,376,34,49,41,47,1702,1,410470017021,0.2489451476793249,434,0.23085106382978723
598,"Block Group 3, Census Tract 6, Marion County, Oregon",1592,1592,1382,0,0,38,0,42,130,0,130,712,353,359,1077,49,0,0,0,0,0,0,0,0,0,0,0,23,15,0,336,78,58,201,81,148,88,0,0,712,699,0,660,39,13,41,47,600,3,410470006003,0.5042134831460674,210,0.13190954773869346
599,"Block Group 1, Census Tract 6, Marion County, Oregon",1254,1254,1108,0,56,0,0,51,39,16,23,624,417,207,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,204,76,62,191,105,257,0,87,30,624,557,0,462,95,67,41,47,600,1,410470006001,0.3317307692307692,146,0.11642743221690591
600,"Block Group 4, Census Tract 16.04, Marion County, Oregon",1891,1891,1215,79,46,166,0,369,16,0,16,797,643,154,1383,11,0,0,0,0,0,0,0,66,0,0,32,62,38,21,219,83,163,375,110,203,0,0,0,797,710,0,665,45,87,41,47,1604,4,410470016044,0.1932245922208281,676,0.3574828133262824
601,"Block Group 1, Census Tract 17.01, Marion County, Oregon",1793,1793,1606,0,17,59,0,67,44,0,44,696,25,671,995,33,0,0,0,0,64,0,0,0,0,0,136,0,66,0,116,70,44,166,212,49,39,0,0,696,491,0,424,67,205,41,47,1701,1,410470017011,0.9640804597701149,187,0.10429447852760736
602,"Block Group 3, Census Tract 17.01, Marion County, Oregon",2158,2158,1928,0,0,36,0,52,142,29,113,795,337,458,1602,50,0,0,0,0,0,0,0,0,0,15,8,26,46,95,545,79,228,197,94,161,58,0,0,795,681,0,573,108,114,41,47,1701,3,410470017013,0.5761006289308176,230,0.10658016682113068
603,"Block Group 2, Census Tract 17.03, Marion County, Oregon",1493,1493,1030,0,0,172,0,59,232,0,232,533,469,64,996,8,0,0,0,0,0,0,0,10,0,0,19,35,16,9,408,50,46,224,62,72,18,11,8,533,446,0,380,66,87,41,47,1703,2,410470017032,0.1200750469043152,463,0.3101138647019424
604,"Block Group 3, Census Tract 17.03, Marion County, Oregon",2090,2090,1563,1,1,80,0,419,26,24,2,538,418,120,1187,30,0,0,0,17,11,0,21,49,9,48,8,66,21,10,359,134,83,127,51,81,44,8,10,538,499,0,473,26,39,41,47,1703,3,410470017033,0.22304832713754646,527,0.2521531100478469
605,"Block Group 1, Census Tract 24, Marion County, Oregon",1476,1476,1435,0,0,19,0,0,22,0,22,569,510,59,1057,0,0,0,0,0,0,0,0,30,0,0,0,9,0,5,76,18,94,128,64,366,205,39,23,569,553,0,514,39,16,41,47,2400,1,410470024001,0.10369068541300527,41,0.027777777777777776
606,"Block Group 4, Census Tract 103.04, Marion County, Oregon",1225,1225,986,0,0,0,0,142,97,16,81,277,157,120,611,0,0,0,0,0,0,0,20,219,0,52,0,35,0,0,147,15,7,67,17,32,0,0,0,277,234,0,203,31,43,41,47,10304,4,410470103044,0.4332129963898917,239,0.19510204081632654
607,"Block Group 2, Census Tract 103.04, Marion County, Oregon",3301,3301,1570,0,7,0,0,1452,272,63,209,782,627,155,1861,69,0,0,0,0,0,26,110,88,44,124,37,39,24,37,365,277,72,235,83,167,64,0,0,782,772,0,653,119,10,41,47,10304,2,410470103042,0.19820971867007672,1731,0.5243865495304453
608,"Block Group 3, Census Tract 103.04, Marion County, Oregon",934,934,746,0,0,0,0,188,0,0,0,259,124,135,598,11,0,0,0,0,0,15,43,65,0,0,0,14,0,39,223,31,18,64,19,36,8,12,0,259,220,0,161,59,39,41,47,10304,3,410470103043,0.5212355212355212,188,0.2012847965738758
609,"Block Group 1, Census Tract 328, Washington County, Oregon",1246,1246,1245,0,0,0,0,0,1,0,1,432,335,97,820,0,0,0,0,0,0,0,0,17,0,10,0,21,0,27,264,25,89,146,54,137,15,15,0,432,401,4,392,5,31,41,67,32800,1,410670328001,0.22453703703703703,1,0.0008025682182985554
610,"Block Group 2, Census Tract 308.03, Washington County, Oregon",990,990,990,0,0,0,0,0,0,0,0,576,408,168,889,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,231,13,72,185,24,184,152,0,12,576,504,41,379,84,72,41,67,30803,2,410670308032,0.2916666666666667,0,0.0
611,"Block Group 3, Census Tract 308.03, Washington County, Oregon",1588,1588,1323,153,0,54,0,5,53,0,53,663,625,38,1130,25,0,0,0,0,0,0,0,0,5,0,0,0,0,26,158,34,59,164,85,417,120,26,11,663,650,0,598,52,13,41,67,30803,3,410670308033,0.05731523378582202,265,0.1668765743073048
612,"Block Group 1, Census Tract 308.03, Washington County, Oregon",1923,1923,1530,0,0,32,81,98,182,0,182,857,194,663,1364,165,0,0,0,0,0,0,0,0,0,0,29,0,80,15,242,0,72,360,69,171,106,55,0,857,857,0,788,69,0,41,67,30803,1,410670308031,0.7736289381563594,393,0.20436817472698907
613,"Block Group 2, Census Tract 303, Washington County, Oregon",927,927,889,0,0,11,27,0,0,0,0,428,326,102,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,13,32,159,36,367,112,28,15,428,403,0,395,8,25,41,67,30300,2,410670303002,0.2383177570093458,38,0.040992448759439054
614,"Block Group 4, Census Tract 303, Washington County, Oregon",1422,1422,1276,18,0,25,0,0,103,20,83,572,395,177,1025,12,0,0,0,0,1,0,2,18,0,0,0,0,0,7,121,17,41,117,15,330,233,65,46,572,545,0,545,0,27,41,67,30300,4,410670303004,0.3094405594405594,146,0.10267229254571027
615,"Block Group 1, Census Tract 303, Washington County, Oregon",1444,1444,1261,0,22,102,0,0,59,0,59,560,390,170,1023,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,63,17,20,98,26,416,190,115,60,560,529,0,504,25,31,41,67,30300,1,410670303001,0.30357142857142855,183,0.12673130193905818
616,"Block Group 3, Census Tract 303, Washington County, Oregon",796,796,745,14,0,15,0,8,14,14,0,303,239,64,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,10,107,25,233,128,33,0,303,296,0,274,22,7,41,67,30300,3,410670303003,0.21122112211221122,51,0.06407035175879397
617,"Block Group 5, Census Tract 310.03, Washington County, Oregon",1787,1787,1477,74,0,105,0,65,66,0,66,706,476,230,1395,92,0,0,0,0,0,0,0,0,0,11,0,3,82,53,169,18,78,200,145,399,98,32,15,706,695,0,642,53,11,41,67,31003,5,410670310035,0.32577903682719545,310,0.17347509792949076
