NAME,hhlang_tot,hhlang_eng,hhlang_sp,hhlang_slim,hhlang_snot,hhlang_indeu,hhlang_inlim,hhlang_inno,hhlang_as,hhlang_asli,hhlang_asno,hhlang_oth,hhlang_limo,hhlang_noli,grent_tot,grent_wi,grent<100,grent_100,grent_150,grent_200,grent_250,grent_300,grent_350,grent_400,grent_450,grent_500,grent_550,grent_600,grent_650,grent_700,grent_750,grent_800,grent_900,grent_1k,grent_1250,grent_1500,grent_2k,grent_2500,grent_3k,grent_3500,grent_none,agve_com,agve_male,agve_fem,state,county,tract,block group,GEOID
"Block Group 1, Census Tract 24.01, Multnomah County, Oregon",533,425,42,0,42,59,0,59,7,0,7,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,16,18,0,0,0,,,,41,051,002401,1,410510024011
"Block Group 2, Census Tract 24.01, Multnomah County, Oregon",246,238,8,0,8,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,55,5,5,0,0,0,0,,,,41,051,002401,2,410510024012
"Block Group 4, Census Tract 9501, Crook County, Oregon",250,191,59,0,59,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,41,013,950100,4,410139501004
"Block Group 3, Census Tract 9501, Crook County, Oregon",1634,1510,49,0,49,50,0,50,25,0,25,0,0,0,645,605,0,0,0,0,0,0,0,0,60,0,0,0,41,204,0,29,15,199,57,0,0,0,0,0,40,,,,41,013,950100,3,410139501003
"Block Group 2, Census Tract 316.13, Washington County, Oregon",254,143,54,0,54,0,0,0,31,0,31,26,0,26,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,0,12,15,0,0,0,0,,,,41,067,031613,2,410670316132
"Block Group 4, Census Tract 316.13, Washington County, Oregon",1502,999,293,48,245,133,0,133,77,39,38,0,0,0,1027,1004,0,0,0,0,0,0,0,56,0,0,48,0,0,0,13,0,0,225,417,234,11,0,0,0,23,,,,41,067,031613,4,410670316134
"Block Group 3, Census Tract 316.13, Washington County, Oregon",677,493,127,22,105,38,0,38,19,19,0,0,0,0,262,262,0,0,0,0,0,0,0,0,0,15,0,0,0,0,29,14,18,46,74,66,0,0,0,0,0,,,,41,067,031613,3,410670316133
"Block Group 2, Census Tract 318.07, Washington County, Oregon",722,585,16,0,16,66,23,43,55,0,55,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,18,7,0,0,0,,,,41,067,031807,2,410670318072
"Block Group 1, Census Tract 318.07, Washington County, Oregon",861,587,103,10,93,68,17,51,98,31,67,5,0,5,459,440,0,0,10,26,16,16,0,8,9,0,0,0,14,0,0,23,30,137,23,80,48,0,0,0,19,,,,41,067,031807,1,410670318071
"Block Group 5, Census Tract 324.04, Washington County, Oregon",588,459,121,14,107,8,0,8,0,0,0,0,0,0,274,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,82,20,65,64,0,0,0,29,,,,41,067,032404,5,410670324045
"Block Group 4, Census Tract 324.04, Washington County, Oregon",971,797,141,0,141,15,0,15,18,0,18,0,0,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,50,0,0,0,0,0,,,,41,067,032404,4,410670324044
"Block Group 2, Census Tract 324.04, Washington County, Oregon",446,382,52,0,52,0,0,0,12,0,12,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,7,0,0,0,0,,,,41,067,032404,2,410670324042
"Block Group 1, Census Tract 319.04, Washington County, Oregon",449,390,10,0,10,0,0,0,49,10,39,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,16,0,0,0,0,,,,41,067,031904,1,410670319041
"Block Group 1, Census Tract 309, Washington County, Oregon",894,541,242,120,122,45,17,28,52,0,52,14,14,0,622,596,0,0,0,0,0,0,0,13,0,0,0,82,0,19,0,58,42,145,204,33,0,0,0,0,26,,,,41,067,030900,1,410670309001
"Block Group 1, Census Tract 315.12, Washington County, Oregon",257,229,0,0,0,0,0,0,13,0,13,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,41,067,031512,1,410670315121
"Block Group 2, Census Tract 315.12, Washington County, Oregon",1121,723,75,0,75,135,0,135,162,15,147,26,0,26,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,50,41,14,69,56,10,0,0,0,,,,41,067,031512,2,410670315122
"Block Group 2, Census Tract 9702, Morrow County, Oregon",229,198,20,16,4,11,0,11,0,0,0,0,0,0,75,55,0,0,0,0,0,3,0,8,0,5,1,0,0,0,3,9,0,23,3,0,0,0,0,0,20,,,,41,049,970200,2,410499702002
"Block Group 1, Census Tract 9702, Morrow County, Oregon",167,153,12,3,9,2,0,2,0,0,0,0,0,0,29,22,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,3,3,8,0,0,0,0,0,0,7,,,,41,049,970200,1,410499702001
"Block Group 6, Census Tract 9702, Morrow County, Oregon",179,175,2,0,2,2,0,2,0,0,0,0,0,0,41,30,0,0,0,0,3,10,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,2,0,0,11,,,,41,049,970200,6,410499702006
"Block Group 1, Census Tract 9701, Morrow County, Oregon",789,496,269,56,213,15,0,15,9,0,9,0,0,0,174,171,0,0,0,0,0,0,0,0,5,20,16,11,6,0,37,38,0,34,4,0,0,0,0,0,3,,,,41,049,970100,1,410499701001
"Block Group 3, Census Tract 9504, Hood River County, Oregon",607,226,376,52,324,5,0,5,0,0,0,0,0,0,84,61,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,43,0,11,0,0,0,0,23,,,,41,027,950400,3,410279504003
"Block Group 2, Census Tract 9602, Lake County, Oregon",226,212,10,0,10,4,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,,,41,037,960200,2,410379602002
"Block Group 4, Census Tract 9602, Lake County, Oregon",316,269,10,0,10,5,5,0,27,0,27,5,0,5,138,128,0,0,0,0,0,0,0,0,6,14,14,9,30,0,3,10,22,20,0,0,0,0,0,0,10,,,,41,037,960200,4,410379602004
"Block Group 3, Census Tract 9602, Lake County, Oregon",336,320,7,0,7,0,0,0,9,0,9,0,0,0,137,137,0,0,0,0,7,9,4,7,0,5,34,4,0,10,7,9,2,15,12,12,0,0,0,0,0,,,,41,037,960200,3,410379602003
"Block Group 5, Census Tract 9602, Lake County, Oregon",404,383,17,0,17,4,0,4,0,0,0,0,0,0,154,154,0,0,0,0,0,0,0,0,0,0,9,0,3,7,67,20,35,6,7,0,0,0,0,0,0,,,,41,037,960200,5,410379602005
"Block Group 2, Census Tract 9601, Lake County, Oregon",441,418,8,0,8,13,0,13,2,0,2,0,0,0,199,115,0,0,1,2,17,13,12,14,7,8,17,2,0,1,4,5,5,2,0,5,0,0,0,0,84,,,,41,037,960100,2,410379601002
"Block Group 1, Census Tract 9601, Lake County, Oregon",954,893,56,7,49,0,0,0,5,0,5,0,0,0,421,283,0,0,0,16,0,21,0,0,0,0,29,10,66,21,15,6,56,43,0,0,0,0,0,0,138,,,,41,037,960100,1,410379601001
"Block Group 2, Census Tract 3.01, Multnomah County, Oregon",273,256,0,0,0,17,0,17,0,0,0,0,0,0,81,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,19,33,,,,41,051,000301,2,410510003012
"Block Group 3, Census Tract 2, Multnomah County, Oregon",726,675,36,0,36,0,0,0,15,0,15,0,0,0,289,244,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,33,51,110,16,0,17,0,0,45,,,,41,051,000200,3,410510002003
"Block Group 4, Census Tract 2, Multnomah County, Oregon",911,670,0,0,0,85,85,0,139,124,15,17,0,17,736,736,0,14,0,180,0,47,13,0,0,85,55,0,0,0,0,16,30,79,79,33,87,0,18,0,0,,,,41,051,000200,4,410510002004
"Block Group 2, Census Tract 4.02, Multnomah County, Oregon",345,292,10,0,10,11,0,11,23,0,23,9,0,9,77,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,8,22,10,0,0,10,,,,41,051,000402,2,410510004022
"Block Group 3, Census Tract 4.02, Multnomah County, Oregon",627,484,68,16,52,27,27,0,48,0,48,0,0,0,283,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,67,109,63,12,12,0,0,0,,,,41,051,000402,3,410510004023
"Block Group 1, Census Tract 11.02, Multnomah County, Oregon",676,588,54,18,36,22,5,17,12,12,0,0,0,0,386,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,128,76,82,29,8,0,0,16,,,,41,051,001102,1,410510011021
"Block Group 3, Census Tract 15, Multnomah County, Oregon",308,277,0,0,0,31,0,31,0,0,0,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,0,8,0,0,25,0,0,0,,,,41,051,001500,3,410510015003
"Block Group 2, Census Tract 15, Multnomah County, Oregon",469,417,21,0,21,20,0,20,11,0,11,0,0,0,200,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,102,12,10,28,0,9,,,,41,051,001500,2,410510015002
"Block Group 1, Census Tract 76, Multnomah County, Oregon",531,471,19,0,19,14,0,14,27,27,0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,37,0,0,0,0,31,10,0,0,0,27,0,0,0,0,0,,,,41,051,007600,1,410510076001
"Block Group 2, Census Tract 76, Multnomah County, Oregon",813,445,325,184,141,0,0,0,43,0,43,0,0,0,396,396,0,0,0,0,0,0,0,0,0,0,0,0,46,0,37,113,87,41,22,35,15,0,0,0,0,,,,41,051,007600,2,410510076002
"Block Group 2, Census Tract 77, Multnomah County, Oregon",380,277,9,0,9,23,0,23,47,47,0,24,0,24,87,67,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,16,0,4,20,5,0,0,0,20,,,,41,051,007700,2,410510077002
"Block Group 2, Census Tract 81, Multnomah County, Oregon",673,567,77,0,77,15,15,0,14,0,14,0,0,0,352,352,0,0,0,0,0,0,0,0,0,0,12,0,0,43,16,11,60,155,55,0,0,0,0,0,0,,,,41,051,008100,2,410510081002
"Block Group 4, Census Tract 81, Multnomah County, Oregon",826,652,122,0,122,32,13,19,20,0,20,0,0,0,372,372,0,0,0,0,0,0,0,0,13,0,0,0,14,71,13,17,75,136,15,0,18,0,0,0,0,,,,41,051,008100,4,410510081004
"Block Group 1, Census Tract 9706, Malheur County, Oregon",331,302,29,0,29,0,0,0,0,0,0,0,0,0,166,73,0,0,0,0,0,0,0,8,0,0,33,7,0,7,0,9,0,0,9,0,0,0,0,0,93,,,,41,045,970600,1,410459706001
"Block Group 3, Census Tract 9706, Malheur County, Oregon",325,238,79,19,60,6,0,6,2,0,2,0,0,0,126,121,0,0,2,5,3,0,0,0,2,3,2,7,26,19,13,27,0,10,0,2,0,0,0,0,5,,,,41,045,970600,3,410459706003
"Block Group 2, Census Tract 303.02, Yamhill County, Oregon",435,387,23,0,23,20,0,20,0,0,0,5,0,5,46,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,6,5,0,0,0,0,0,12,,,,41,071,030302,2,410710303022
"Block Group 1, Census Tract 303.02, Yamhill County, Oregon",332,294,10,0,10,20,0,20,4,0,4,4,0,4,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,5,,,,41,071,030302,1,410710303021
"Block Group 1, Census Tract 301.02, Yamhill County, Oregon",368,357,0,0,0,0,0,0,11,0,11,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,0,0,0,,,,41,071,030102,1,410710301021
"Block Group 3, Census Tract 301.02, Yamhill County, Oregon",1138,1017,51,20,31,40,0,40,30,0,30,0,0,0,378,378,0,0,0,0,0,17,0,0,0,0,0,0,0,12,0,20,65,102,45,79,13,25,0,0,0,,,,41,071,030102,3,410710301023
"Block Group 1, Census Tract 306.01, Yamhill County, Oregon",515,389,126,0,126,0,0,0,0,0,0,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,59,27,0,0,0,0,0,0,,,,41,071,030601,1,410710306011
"Block Group 2, Census Tract 306.01, Yamhill County, Oregon",673,624,49,0,49,0,0,0,0,0,0,0,0,0,232,222,0,10,0,0,0,0,0,0,0,0,0,6,0,0,49,11,21,18,32,63,0,0,12,0,10,,,,41,071,030601,2,410710306012
"Block Group 1, Census Tract 301.01, Yamhill County, Oregon",1133,1037,69,43,26,27,0,27,0,0,0,0,0,0,322,322,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,12,0,131,65,38,37,11,0,0,0,,,,41,071,030101,1,410710301011
"Block Group 1, Census Tract 303.01, Yamhill County, Oregon",158,158,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,,,,41,071,030301,1,410710303011
"Block Group 2, Census Tract 303.01, Yamhill County, Oregon",1429,1072,335,18,317,0,0,0,22,10,12,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,111,0,11,0,0,0,0,0,,,,41,071,030301,2,410710303012
"Block Group 2, Census Tract 204.04, Clackamas County, Oregon",663,524,78,8,70,55,0,55,6,0,6,0,0,0,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,29,0,33,32,7,0,7,0,0,,,,41,005,020404,2,410050204042
"Block Group 1, Census Tract 204.04, Clackamas County, Oregon",776,654,57,23,34,65,0,65,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,9,8,36,0,0,0,0,,,,41,005,020404,1,410050204041
"Block Group 3, Census Tract 309, Washington County, Oregon",679,587,74,0,74,0,0,0,0,0,0,18,0,18,470,470,0,0,0,0,0,0,0,0,0,0,0,0,60,13,32,65,125,75,17,83,0,0,0,0,0,,,,41,067,030900,3,410670309003
"Block Group 2, Census Tract 309, Washington County, Oregon",725,581,118,16,102,11,0,11,15,0,15,0,0,0,437,436,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,63,72,195,25,49,13,0,0,0,1,,,,41,067,030900,2,410670309002
"Block Group 4, Census Tract 9603.02, Jefferson County, Oregon",776,610,156,20,136,0,0,0,10,0,10,0,0,0,239,197,0,0,0,0,0,0,0,15,2,3,3,34,10,12,0,11,29,41,23,3,11,0,0,0,42,,,,41,031,960302,4,410319603024
"Block Group 3, Census Tract 9603.02, Jefferson County, Oregon",258,237,21,0,21,0,0,0,0,0,0,0,0,0,59,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,7,0,0,0,0,0,7,,,,41,031,960302,3,410319603023
"Block Group 1, Census Tract 230.01, Clackamas County, Oregon",855,730,81,0,81,44,0,44,0,0,0,0,0,0,90,81,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,69,0,0,0,0,0,9,,,,41,005,023001,1,410050230011
"Block Group 5, Census Tract 9501, Crook County, Oregon",383,329,0,0,0,36,0,36,18,0,18,0,0,0,122,107,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,14,15,49,0,0,0,0,0,0,15,,,,41,013,950100,5,410139501005
"Block Group 2, Census Tract 9502, Crook County, Oregon",476,459,17,0,17,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,12,,,,41,013,950200,2,410139502002
"Block Group 4, Census Tract 9502, Crook County, Oregon",391,345,46,0,46,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,23,0,14,0,0,0,0,0,0,0,,,,41,013,950200,4,410139502004
"Block Group 2, Census Tract 9503, Crook County, Oregon",541,438,103,0,103,0,0,0,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,14,0,0,0,8,17,0,0,30,0,84,0,0,0,0,0,0,0,,,,41,013,950300,2,410139503002
"Block Group 4, Census Tract 9503, Crook County, Oregon",257,257,0,0,0,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,28,14,0,0,0,0,0,45,0,0,0,0,0,0,0,,,,41,013,950300,4,410139503004
"Block Group 5, Census Tract 9503, Crook County, Oregon",965,879,51,0,51,35,0,35,0,0,0,0,0,0,155,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,32,40,35,0,0,0,25,,,,41,013,950300,5,410139503005
"Block Group 2, Census Tract 9501, Sherman County, Oregon",375,361,7,0,7,3,0,3,0,0,0,4,0,4,96,74,0,0,0,2,0,5,0,3,0,0,1,20,7,4,1,14,10,3,4,0,0,0,0,0,22,,,,41,055,950100,2,410559501002
"Block Group 1, Census Tract 9501, Sherman County, Oregon",373,356,9,0,9,8,0,8,0,0,0,0,0,0,169,123,0,0,0,0,0,0,2,6,8,8,13,14,2,5,11,1,6,37,6,4,0,0,0,0,46,,,,41,055,950100,1,410559501001
"Block Group 3, Census Tract 9702, Wasco County, Oregon",493,395,74,0,74,9,0,9,15,0,15,0,0,0,341,341,0,0,0,0,0,0,0,0,21,13,16,4,33,38,68,22,58,54,5,9,0,0,0,0,0,,,,41,065,970200,3,410659702003
"Block Group 2, Census Tract 9705, Wasco County, Oregon",647,487,146,37,109,14,0,14,0,0,0,0,0,0,274,274,0,34,0,0,35,0,7,24,7,0,0,9,9,20,0,6,62,52,9,0,0,0,0,0,0,,,,41,065,970500,2,410659705002
"Block Group 3, Census Tract 9705, Wasco County, Oregon",458,397,52,6,46,0,0,0,9,0,9,0,0,0,216,189,0,0,0,0,8,0,0,31,37,0,0,8,0,0,5,0,27,19,15,39,0,0,0,0,27,,,,41,065,970500,3,410659705003
"Block Group 2, Census Tract 9707, Wasco County, Oregon",437,417,15,0,15,0,0,0,5,0,5,0,0,0,89,89,0,0,0,0,0,0,5,0,0,0,0,12,0,9,8,9,0,6,15,25,0,0,0,0,0,,,,41,065,970700,2,410659707002
"Block Group 1, Census Tract 39, Lane County, Oregon",456,423,8,0,8,8,0,8,17,0,17,0,0,0,456,456,0,0,0,0,0,25,0,10,12,20,0,7,39,68,8,0,8,86,64,74,25,0,0,10,0,,,,41,039,003900,1,410390039001
"Block Group 3, Census Tract 39, Lane County, Oregon",511,494,8,0,8,9,0,9,0,0,0,0,0,0,483,443,0,0,32,46,26,0,32,0,0,8,11,8,17,70,36,54,22,44,37,0,0,0,0,0,40,,,,41,039,003900,3,410390039003
"Block Group 2, Census Tract 11, Coos County, Oregon",227,205,0,0,0,0,0,0,22,0,22,0,0,0,90,77,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,47,12,0,0,0,0,0,13,,,,41,011,001100,2,410110011002
"Block Group 6, Census Tract 11, Coos County, Oregon",388,375,13,0,13,0,0,0,0,0,0,0,0,0,199,162,0,35,0,0,16,0,0,0,0,55,5,0,0,0,4,0,37,10,0,0,0,0,0,0,37,,,,41,011,001100,6,410110011006
"Block Group 3, Census Tract 11, Coos County, Oregon",345,345,0,0,0,0,0,0,0,0,0,0,0,0,119,73,0,0,0,0,0,0,0,0,0,0,15,0,7,5,0,8,4,28,0,6,0,0,0,0,46,,,,41,011,001100,3,410110011003
"Block Group 5, Census Tract 11, Coos County, Oregon",350,350,0,0,0,0,0,0,0,0,0,0,0,0,96,81,0,0,0,0,0,0,0,0,5,36,15,0,0,0,0,0,0,25,0,0,0,0,0,0,15,,,,41,011,001100,5,410110011005
"Block Group 2, Census Tract 6, Coos County, Oregon",274,229,0,0,0,11,0,11,34,0,34,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,17,8,0,0,0,0,0,0,,,,41,011,000600,2,410110006002
"Block Group 1, Census Tract 6, Coos County, Oregon",352,323,0,0,0,16,0,16,13,0,13,0,0,0,97,86,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,27,17,23,0,0,0,0,0,11,,,,41,011,000600,1,410110006001
"Block Group 2, Census Tract 3, Coos County, Oregon",279,267,0,0,0,0,0,0,12,0,12,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,13,7,0,0,15,28,10,17,18,0,0,0,0,0,0,,,,41,011,000300,2,410110003002
"Block Group 1, Census Tract 63, Multnomah County, Oregon",607,517,21,0,21,48,12,36,21,0,21,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,12,7,4,19,4,0,0,0,0,,,,41,051,006300,1,410510063001
"Block Group 2, Census Tract 64.02, Multnomah County, Oregon",1003,933,15,0,15,49,0,49,0,0,0,6,0,6,106,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,15,19,0,0,0,16,,,,41,051,006402,2,410510064022
"Block Group 3, Census Tract 70, Multnomah County, Oregon",330,299,0,0,0,31,0,31,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,,,41,051,007000,3,410510070003
"Block Group 2, Census Tract 70, Multnomah County, Oregon",769,498,19,0,19,88,0,88,164,17,147,0,0,0,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,,,,41,051,007000,2,410510070002
"Block Group 2, Census Tract 72.01, Multnomah County, Oregon",727,702,8,0,8,0,0,0,17,0,17,0,0,0,276,268,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,24,31,76,41,48,34,7,0,0,8,,,,41,051,007201,2,410510072012
"Block Group 3, Census Tract 38.02, Multnomah County, Oregon",416,327,54,0,54,34,0,34,1,0,1,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,25,24,30,4,0,0,0,,,,41,051,003802,3,410510038023
"Block Group 3, Census Tract 9602.02, Jefferson County, Oregon",786,502,245,0,245,39,0,39,0,0,0,0,0,0,329,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,62,100,67,0,0,0,0,0,0,,,,41,031,960202,3,410319602023
"Block Group 2, Census Tract 9602.02, Jefferson County, Oregon",843,768,26,0,26,22,0,22,10,10,0,17,17,0,279,279,0,0,0,20,0,0,0,31,17,0,22,0,0,46,18,23,17,71,14,0,0,0,0,0,0,,,,41,031,960202,2,410319602022
"Block Group 2, Census Tract 9602.01, Jefferson County, Oregon",533,429,104,0,104,0,0,0,0,0,0,0,0,0,317,317,0,0,0,42,0,13,0,17,0,0,0,14,52,15,0,25,11,104,24,0,0,0,0,0,0,,,,41,031,960201,2,410319602012
"Block Group 1, Census Tract 9602.01, Jefferson County, Oregon",784,581,203,58,145,0,0,0,0,0,0,0,0,0,388,388,9,20,26,0,11,23,0,10,35,0,23,0,98,18,20,0,47,39,9,0,0,0,0,0,0,,,,41,031,960201,1,410319602011
"Block Group 2, Census Tract 9603.01, Jefferson County, Oregon",453,439,0,0,0,14,0,14,0,0,0,0,0,0,43,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,17,,,,41,031,960301,2,410319603012
"Block Group 3, Census Tract 9603.01, Jefferson County, Oregon",826,809,12,0,12,5,0,5,0,0,0,0,0,0,124,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,49,46,7,0,0,0,0,4,,,,41,031,960301,3,410319603013
"Block Group 1, Census Tract 9603.01, Jefferson County, Oregon",362,350,6,0,6,6,0,6,0,0,0,0,0,0,22,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,41,031,960301,1,410319603011
"Block Group 2, Census Tract 2.02, Benton County, Oregon",1789,1435,128,0,128,40,0,40,186,39,147,0,0,0,912,901,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32,29,214,351,173,38,52,0,0,11,,,,41,003,000202,2,410030002022
"Block Group 1, Census Tract 2.02, Benton County, Oregon",498,434,31,0,31,33,0,33,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,,,,41,003,000202,1,410030002021
"Block Group 2, Census Tract 107.02, Benton County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,41,003,010702,2,410030107022
"Block Group 3, Census Tract 107.02, Benton County, Oregon",587,331,14,1,13,55,0,55,140,61,79,47,0,47,549,549,0,0,0,0,0,0,0,0,0,0,0,6,21,0,17,58,132,127,72,87,22,0,0,7,0,,,,41,003,010702,3,410030107023
"Block Group 1, Census Tract 107.02, Benton County, Oregon",514,396,8,0,8,44,14,30,66,36,30,0,0,0,366,354,0,0,0,19,6,33,0,0,6,45,0,12,13,24,20,22,14,36,57,16,23,8,0,0,12,,,,41,003,010702,1,410030107021
"Block Group 5, Census Tract 9706, Malheur County, Oregon",101,101,0,0,0,0,0,0,0,0,0,0,0,0,38,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,,,41,045,970600,5,410459706005
"Block Group 2, Census Tract 9706, Malheur County, Oregon",411,374,37,0,37,0,0,0,0,0,0,0,0,0,182,147,0,0,0,0,0,0,0,19,6,4,30,15,15,14,26,4,4,10,0,0,0,0,0,0,35,,,,41,045,970600,2,410459706002
"Block Group 4, Census Tract 9706, Malheur County, Oregon",343,328,11,0,11,0,0,0,4,0,4,0,0,0,124,111,0,0,2,0,0,0,21,0,0,2,3,3,2,12,11,22,7,10,0,0,0,0,8,8,13,,,,41,045,970600,4,410459706004
"Block Group 1, Census Tract 9702, Malheur County, Oregon",380,326,48,0,48,6,0,6,0,0,0,0,0,0,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,7,0,0,0,0,8,,,,41,045,970200,1,410459702001
"Block Group 3, Census Tract 9702, Malheur County, Oregon",395,301,82,0,82,7,0,7,5,0,5,0,0,0,23,23,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,41,045,970200,3,410459702003
"Block Group 4, Census Tract 9702, Malheur County, Oregon",669,604,56,0,56,9,0,9,0,0,0,0,0,0,186,186,0,0,0,0,21,0,0,9,0,0,18,8,0,17,38,29,37,0,0,9,0,0,0,0,0,,,,41,045,970200,4,410459702004
"Block Group 2, Census Tract 9702, Malheur County, Oregon",303,163,140,27,113,0,0,0,0,0,0,0,0,0,111,111,0,0,0,0,0,0,0,0,9,0,0,9,0,0,34,19,9,31,0,0,0,0,0,0,0,,,,41,045,970200,2,410459702002
"Block Group 1, Census Tract 9705, Malheur County, Oregon",287,234,53,0,53,0,0,0,0,0,0,0,0,0,105,26,0,0,0,0,0,10,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,79,,,,41,045,970500,1,410459705001
"Block Group 6, Census Tract 9705, Malheur County, Oregon",261,147,114,0,114,0,0,0,0,0,0,0,0,0,173,121,0,0,4,0,5,0,0,8,0,0,0,4,51,0,24,4,13,0,0,8,0,0,0,0,52,,,,41,045,970500,6,410459705006
"Block Group 4, Census Tract 9705, Malheur County, Oregon",282,108,167,6,161,4,0,4,3,3,0,0,0,0,141,129,0,6,0,0,0,0,0,30,7,0,28,38,0,0,5,10,0,5,0,0,0,0,0,0,12,,,,41,045,970500,4,410459705004
