NAME,tran_tot,tran_veh,tran_alone,tran_pool,tran_2-pe,tran_3-pe,tran_4-pe,tran_5- pe,tran_7-pe,tran_pub,tran_bus,tran_rail,tran_lrail,tran_trol,tran_boat,tran_cab,tran_mot,tran_bic,tran_walk,tran_oth,tran_home,state,county,tract,block group,GEOID
"Block Group 2, Census Tract 22.03, Multnomah County, Oregon",772,405,381,24,24,0,0,0,0,123,111,12,0,0,0,0,0,72,8,0,164,41,051,002203,2,410510022032
"Block Group 4, Census Tract 22.03, Multnomah County, Oregon",512,226,209,17,17,0,0,0,0,59,50,0,0,9,0,0,9,144,43,11,20,41,051,002203,4,410510022034
"Block Group 3, Census Tract 65.01, Multnomah County, Oregon",911,712,646,66,29,0,37,0,0,14,14,0,0,0,0,0,0,0,16,0,169,41,051,006501,3,410510065013
"Block Group 3, Census Tract 307.02, Yamhill County, Oregon",1370,1239,1181,58,58,0,0,0,0,0,0,0,0,0,0,0,17,68,22,0,24,41,071,030702,3,410710307023
"Block Group 3, Census Tract 308.01, Yamhill County, Oregon",991,780,747,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,114,48,49,41,071,030801,3,410710308013
"Block Group 4, Census Tract 35, Lane County, Oregon",607,562,521,41,28,13,0,0,0,19,19,0,0,0,0,0,0,0,0,0,26,41,039,003500,4,410390035004
"Block Group 1, Census Tract 24.04, Lane County, Oregon",902,852,768,84,84,0,0,0,0,12,12,0,0,0,0,0,0,16,0,8,14,41,039,002404,1,410390024041
"Block Group 1, Census Tract 28, Lane County, Oregon",1078,798,674,124,55,69,0,0,0,41,41,0,0,0,0,0,10,18,51,0,160,41,039,002800,1,410390028001
"Block Group 2, Census Tract 16, Lane County, Oregon",438,401,304,97,53,44,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12,41,039,001600,2,410390016002
"Block Group 3, Census Tract 16, Lane County, Oregon",481,460,428,32,22,9,1,0,0,0,0,0,0,0,0,0,0,0,6,0,15,41,039,001600,3,410390016003
"Block Group 1, Census Tract 16, Lane County, Oregon",138,138,130,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,039,001600,1,410390016001
"Block Group 4, Census Tract 16, Lane County, Oregon",304,295,261,34,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,039,001600,4,410390016004
"Block Group 1, Census Tract 21.01, Lane County, Oregon",438,360,265,95,53,0,0,42,0,6,6,0,0,0,0,0,26,15,18,11,2,41,039,002101,1,410390021011
"Block Group 3, Census Tract 99.03, Multnomah County, Oregon",1099,1042,874,168,131,37,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,41,051,009903,3,410510099033
"Block Group 2, Census Tract 302, Washington County, Oregon",732,520,390,130,130,0,0,0,0,119,70,16,0,33,0,0,0,0,0,0,93,41,067,030200,2,410670302002
"Block Group 3, Census Tract 302, Washington County, Oregon",1378,972,972,0,0,0,0,0,0,229,74,75,7,73,0,0,19,0,71,0,87,41,067,030200,3,410670302003
"Block Group 4, Census Tract 308.01, Washington County, Oregon",876,696,592,104,68,36,0,0,0,103,103,0,0,0,0,0,0,18,44,0,15,41,067,030801,4,410670308014
"Block Group 3, Census Tract 308.01, Washington County, Oregon",1080,722,683,39,39,0,0,0,0,116,116,0,0,0,0,0,0,0,33,0,209,41,067,030801,3,410670308013
"Block Group 2, Census Tract 316.11, Washington County, Oregon",1937,1314,1013,301,160,132,9,0,0,242,35,11,116,80,0,0,0,0,245,42,94,41,067,031611,2,410670316112
"Block Group 3, Census Tract 316.11, Washington County, Oregon",949,798,648,150,150,0,0,0,0,48,17,31,0,0,0,0,0,27,32,0,44,41,067,031611,3,410670316113
"Block Group 6, Census Tract 17.01, Multnomah County, Oregon",739,302,260,42,42,0,0,0,0,269,186,0,0,83,0,0,0,22,0,0,146,41,051,001701,6,410510017016
"Block Group 1, Census Tract 9707, Columbia County, Oregon",386,343,277,66,55,0,0,11,0,0,0,0,0,0,0,0,8,0,10,7,18,41,009,970700,1,410099707001
"Block Group 4, Census Tract 9707, Columbia County, Oregon",750,690,656,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,33,41,009,970700,4,410099707004
"Block Group 3, Census Tract 9707, Columbia County, Oregon",504,420,394,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,53,26,5,41,009,970700,3,410099707003
"Block Group 1, Census Tract 9710, Columbia County, Oregon",940,811,669,142,125,17,0,0,0,22,22,0,0,0,0,0,0,0,9,0,98,41,009,971000,1,410099710001
"Block Group 2, Census Tract 9710, Columbia County, Oregon",807,735,668,67,55,11,1,0,0,9,9,0,0,0,0,0,0,12,13,0,38,41,009,971000,2,410099710002
"Block Group 3, Census Tract 9710, Columbia County, Oregon",718,672,639,33,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,41,009,971000,3,410099710003
"Block Group 3, Census Tract 9705, Columbia County, Oregon",499,499,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,009,970500,3,410099705003
"Block Group 4, Census Tract 9705, Columbia County, Oregon",344,344,333,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,009,970500,4,410099705004
"Block Group 1, Census Tract 9705, Columbia County, Oregon",1654,1539,1290,249,209,31,9,0,0,27,27,0,0,0,0,0,0,0,0,47,41,41,009,970500,1,410099705001
"Block Group 2, Census Tract 9705, Columbia County, Oregon",724,708,569,139,113,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,16,41,009,970500,2,410099705002
"Block Group 2, Census Tract 9711, Columbia County, Oregon",450,405,359,46,37,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,36,41,009,971100,2,410099711002
"Block Group 3, Census Tract 9711, Columbia County, Oregon",521,474,398,76,62,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,35,41,009,971100,3,410099711003
"Block Group 1, Census Tract 9711, Columbia County, Oregon",406,402,322,80,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,009,971100,1,410099711001
"Block Group 1, Census Tract 9706, Columbia County, Oregon",850,752,733,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,81,41,009,970600,1,410099706001
"Block Group 3, Census Tract 9706, Columbia County, Oregon",291,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,28,41,009,970600,3,410099706003
"Block Group 2, Census Tract 9709, Columbia County, Oregon",594,486,345,141,141,0,0,0,0,15,15,0,0,0,0,0,0,0,47,0,46,41,009,970900,2,410099709002
"Block Group 1, Census Tract 9709, Columbia County, Oregon",562,536,516,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,41,009,970900,1,410099709001
"Block Group 1, Census Tract 9504, Crook County, Oregon",1145,1074,1014,60,52,8,0,0,0,0,0,0,0,0,0,0,0,0,26,15,30,41,013,950400,1,410139504001
"Block Group 2, Census Tract 9504, Crook County, Oregon",180,100,81,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,22,41,013,950400,2,410139504002
"Block Group 2, Census Tract 53, Lane County, Oregon",717,597,512,85,76,7,0,2,0,8,8,0,0,0,0,0,0,5,16,0,91,41,039,005300,2,410390053002
"Block Group 1, Census Tract 53, Lane County, Oregon",345,263,207,56,12,0,16,0,28,17,17,0,0,0,0,0,0,29,14,0,22,41,039,005300,1,410390053001
"Block Group 3, Census Tract 11.01, Lane County, Oregon",1074,1026,1026,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,16,0,18,41,039,001101,3,410390011013
"Block Group 1, Census Tract 11.01, Lane County, Oregon",714,600,484,116,116,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,95,41,039,001101,1,410390011011
"Block Group 3, Census Tract 11.02, Lane County, Oregon",545,516,500,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,41,039,001102,3,410390011023
"Block Group 1, Census Tract 11.02, Lane County, Oregon",394,359,318,41,31,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,23,41,039,001102,1,410390011021
"Block Group 2, Census Tract 14, Lane County, Oregon",245,204,204,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,16,0,21,41,039,001400,2,410390014002
"Block Group 2, Census Tract 3608, Josephine County, Oregon",183,168,152,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,033,360800,2,410333608002
"Block Group 3, Census Tract 3608, Josephine County, Oregon",974,776,683,93,54,39,0,0,0,0,0,0,0,0,0,0,11,57,62,66,2,41,033,360800,3,410333608003
"Block Group 2, Census Tract 3605, Josephine County, Oregon",395,349,318,31,31,0,0,0,0,15,15,0,0,0,0,0,0,31,0,0,0,41,033,360500,2,410333605002
"Block Group 4, Census Tract 3605, Josephine County, Oregon",938,920,887,33,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,033,360500,4,410333605004
"Block Group 1, Census Tract 3615, Josephine County, Oregon",887,764,675,89,60,29,0,0,0,0,0,0,0,0,0,0,0,0,0,26,97,41,033,361500,1,410333615001
"Block Group 1, Census Tract 9702, Klamath County, Oregon",268,185,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,57,41,035,970200,1,410359702001
"Block Group 2, Census Tract 9702, Klamath County, Oregon",146,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,035,970200,2,410359702002
"Block Group 4, Census Tract 9702, Klamath County, Oregon",389,364,333,31,29,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,41,035,970200,4,410359702004
"Block Group 1, Census Tract 105.02, Marion County, Oregon",1292,1161,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,38,41,047,010502,1,410470105021
"Block Group 3, Census Tract 105.02, Marion County, Oregon",170,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,29,41,047,010502,3,410470105023
"Block Group 3, Census Tract 17.02, Marion County, Oregon",1069,905,710,195,88,77,0,0,30,58,58,0,0,0,0,0,0,6,15,58,27,41,047,001702,3,410470017023
"Block Group 1, Census Tract 17.02, Marion County, Oregon",942,708,506,202,163,0,0,39,0,21,21,0,0,0,0,0,0,0,0,0,213,41,047,001702,1,410470017021
"Block Group 3, Census Tract 6, Marion County, Oregon",796,697,489,208,59,126,0,0,23,41,41,0,0,0,0,0,0,0,54,0,4,41,047,000600,3,410470006003
"Block Group 1, Census Tract 6, Marion County, Oregon",720,602,471,131,95,0,17,19,0,22,22,0,0,0,0,0,0,35,16,0,45,41,047,000600,1,410470006001
"Block Group 4, Census Tract 16.04, Marion County, Oregon",882,792,712,80,48,32,0,0,0,0,0,0,0,0,0,0,0,0,19,0,71,41,047,001604,4,410470016044
"Block Group 1, Census Tract 17.01, Marion County, Oregon",760,683,603,80,80,0,0,0,0,36,18,0,18,0,0,0,0,0,41,0,0,41,047,001701,1,410470017011
"Block Group 3, Census Tract 17.01, Marion County, Oregon",1186,1098,695,403,290,59,0,54,0,56,56,0,0,0,0,0,0,0,0,14,18,41,047,001701,3,410470017013
"Block Group 2, Census Tract 17.03, Marion County, Oregon",453,412,403,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,41,047,001703,2,410470017032
"Block Group 3, Census Tract 17.03, Marion County, Oregon",1005,847,660,187,127,60,0,0,0,0,0,0,0,0,0,0,22,9,0,91,36,41,047,001703,3,410470017033
"Block Group 1, Census Tract 24, Marion County, Oregon",655,614,574,40,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,35,41,047,002400,1,410470024001
"Block Group 4, Census Tract 103.04, Marion County, Oregon",763,756,555,201,201,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,41,047,010304,4,410470103044
"Block Group 2, Census Tract 103.04, Marion County, Oregon",1746,1526,1249,277,202,27,48,0,0,0,0,0,0,0,0,0,0,0,25,128,67,41,047,010304,2,410470103042
"Block Group 3, Census Tract 103.04, Marion County, Oregon",516,477,286,191,132,59,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,41,047,010304,3,410470103043
"Block Group 1, Census Tract 328, Washington County, Oregon",617,533,467,66,66,0,0,0,0,0,0,0,0,0,0,0,0,4,43,0,37,41,067,032800,1,410670328001
"Block Group 2, Census Tract 308.03, Washington County, Oregon",220,184,170,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,41,067,030803,2,410670308032
"Block Group 3, Census Tract 308.03, Washington County, Oregon",635,524,487,37,37,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,100,41,067,030803,3,410670308033
"Block Group 1, Census Tract 308.03, Washington County, Oregon",1286,1057,945,112,100,0,0,12,0,26,26,0,0,0,0,0,22,14,139,16,12,41,067,030803,1,410670308031
"Block Group 2, Census Tract 303, Washington County, Oregon",476,355,355,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,13,0,87,41,067,030300,2,410670303002
"Block Group 4, Census Tract 303, Washington County, Oregon",738,562,544,18,17,1,0,0,0,52,41,11,0,0,0,0,0,26,0,16,82,41,067,030300,4,410670303004
"Block Group 1, Census Tract 303, Washington County, Oregon",774,601,494,107,96,11,0,0,0,74,74,0,0,0,0,0,0,0,10,45,44,41,067,030300,1,410670303001
"Block Group 3, Census Tract 303, Washington County, Oregon",334,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0,53,41,067,030300,3,410670303003
"Block Group 5, Census Tract 310.03, Washington County, Oregon",983,669,658,11,11,0,0,0,0,74,25,0,49,0,0,0,0,45,10,15,170,41,067,031003,5,410670310035
"Block Group 4, Census Tract 310.03, Washington County, Oregon",1438,1212,1125,87,77,10,0,0,0,53,18,0,0,35,0,0,0,0,121,0,52,41,067,031003,4,410670310034
"Block Group 1, Census Tract 310.03, Washington County, Oregon",773,661,575,86,68,0,0,0,18,12,0,0,0,12,0,0,0,0,0,0,100,41,067,031003,1,410670310031
"Block Group 2, Census Tract 9701, Morrow County, Oregon",675,636,529,107,97,0,10,0,0,0,0,0,0,0,0,0,0,0,2,2,35,41,049,970100,2,410499701002
"Block Group 3, Census Tract 9701, Morrow County, Oregon",442,396,319,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,17,41,049,970100,3,410499701003
"Block Group 5, Census Tract 9701, Morrow County, Oregon",565,562,452,110,81,15,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,41,049,970100,5,410499701005
"Block Group 1, Census Tract 9512, Clatsop County, Oregon",248,236,194,42,13,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,12,41,007,951200,1,410079512001
"Block Group 2, Census Tract 105.01, Marion County, Oregon",339,339,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,047,010501,2,410470105012
"Block Group 1, Census Tract 4, Marion County, Oregon",1143,1108,944,164,76,35,28,25,0,8,8,0,0,0,0,0,0,5,13,0,9,41,047,000400,1,410470004001
"Block Group 2, Census Tract 4, Marion County, Oregon",773,613,469,144,137,0,0,7,0,38,38,0,0,0,0,0,0,5,27,24,66,41,047,000400,2,410470004002
"Block Group 2, Census Tract 10, Marion County, Oregon",871,766,726,40,40,0,0,0,0,67,67,0,0,0,0,0,0,8,17,0,13,41,047,001000,2,410470010002
"Block Group 3, Census Tract 10, Marion County, Oregon",612,508,508,0,0,0,0,0,0,35,35,0,0,0,0,0,0,6,8,27,28,41,047,001000,3,410470010003
"Block Group 1, Census Tract 17, Lane County, Oregon",638,599,435,164,164,0,0,0,0,9,9,0,0,0,0,0,0,0,15,0,15,41,039,001700,1,410390017001
"Block Group 3, Census Tract 17, Lane County, Oregon",421,405,369,36,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,41,039,001700,3,410390017003
"Block Group 4, Census Tract 17, Lane County, Oregon",830,728,658,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,41,039,001700,4,410390017004
"Block Group 1, Census Tract 24.01, Lane County, Oregon",431,400,348,52,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,039,002401,1,410390024011
"Block Group 1, Census Tract 29.02, Lane County, Oregon",1030,967,797,170,105,65,0,0,0,0,0,0,0,0,0,0,0,9,16,19,19,41,039,002902,1,410390029021
"Block Group 2, Census Tract 30, Lane County, Oregon",1003,828,688,140,86,15,0,0,39,16,16,0,0,0,0,21,0,0,21,0,117,41,039,003000,2,410390030002
"Block Group 3, Census Tract 310.03, Washington County, Oregon",345,285,243,42,42,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,45,41,067,031003,3,410670310033
"Block Group 2, Census Tract 310.06, Washington County, Oregon",433,387,368,19,19,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,29,41,067,031006,2,410670310062
"Block Group 1, Census Tract 310.06, Washington County, Oregon",1440,1225,1097,128,128,0,0,0,0,69,69,0,0,0,0,0,0,0,69,32,45,41,067,031006,1,410670310061
"Block Group 4, Census Tract 310.06, Washington County, Oregon",1334,1076,885,191,184,7,0,0,0,120,100,20,0,0,0,0,0,82,13,0,43,41,067,031006,4,410670310064
"Block Group 2, Census Tract 317.06, Washington County, Oregon",536,425,351,74,74,0,0,0,0,111,107,0,4,0,0,0,0,0,0,0,0,41,067,031706,2,410670317062
"Block Group 3, Census Tract 317.06, Washington County, Oregon",849,633,456,177,177,0,0,0,0,86,66,0,8,12,0,0,0,30,0,0,100,41,067,031706,3,410670317063
"Block Group 1, Census Tract 316.10, Washington County, Oregon",496,396,338,58,58,0,0,0,0,69,0,13,29,27,0,0,0,16,0,0,15,41,067,031610,1,410670316101
"Block Group 4, Census Tract 316.10, Washington County, Oregon",2014,1758,1591,167,114,15,0,38,0,199,112,52,0,35,0,0,15,0,14,21,7,41,067,031610,4,410670316104
"Block Group 3, Census Tract 316.10, Washington County, Oregon",323,271,223,48,28,20,0,0,0,38,19,0,19,0,0,0,0,0,14,0,0,41,067,031610,3,410670316103
"Block Group 3, Census Tract 320.01, Washington County, Oregon",499,408,389,19,17,0,2,0,0,20,18,0,0,0,2,0,0,0,5,4,62,41,067,032001,3,410670320013
"Block Group 3, Census Tract 9512, Clatsop County, Oregon",486,438,361,77,69,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,29,41,007,951200,3,410079512003
"Block Group 1, Census Tract 9513, Clatsop County, Oregon",714,596,498,98,67,4,22,5,0,7,7,0,0,0,0,0,0,0,49,11,51,41,007,951300,1,410079513001
"Block Group 1, Census Tract 9505, Clatsop County, Oregon",447,405,379,26,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,41,007,950500,1,410079505001
"Block Group 2, Census Tract 9502, Clatsop County, Oregon",335,208,175,33,20,0,0,13,0,0,0,0,0,0,0,0,0,0,57,35,35,41,007,950200,2,410079502002
"Block Group 1, Census Tract 9502, Clatsop County, Oregon",577,523,460,63,11,52,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,41,007,950200,1,410079502001
"Block Group 3, Census Tract 9502, Clatsop County, Oregon",597,398,381,17,9,8,0,0,0,38,38,0,0,0,0,0,0,0,71,0,90,41,007,950200,3,410079502003
"Block Group 1, Census Tract 9503, Clatsop County, Oregon",238,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,0,41,007,950300,1,410079503001
"Block Group 4, Census Tract 9503, Clatsop County, Oregon",348,273,263,10,10,0,0,0,0,12,12,0,0,0,0,0,0,27,21,0,15,41,007,950300,4,410079503004
"Block Group 1, Census Tract 9506, Clatsop County, Oregon",635,565,488,77,77,0,0,0,0,0,0,0,0,0,0,12,0,33,0,0,25,41,007,950600,1,410079506001
"Block Group 3, Census Tract 9506, Clatsop County, Oregon",184,173,157,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,41,007,950600,3,410079506003
"Block Group 1, Census Tract 9509, Clatsop County, Oregon",404,353,240,113,97,16,0,0,0,34,34,0,0,0,0,0,0,0,17,0,0,41,007,950900,1,410079509001
"Block Group 2, Census Tract 9509, Clatsop County, Oregon",588,232,215,17,17,0,0,0,0,39,39,0,0,0,0,0,0,24,218,0,75,41,007,950900,2,410079509002
"Block Group 3, Census Tract 9509, Clatsop County, Oregon",235,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,41,007,950900,3,410079509003
"Block Group 4, Census Tract 9509, Clatsop County, Oregon",244,166,155,11,11,0,0,0,0,23,23,0,0,0,0,0,0,0,40,0,15,41,007,950900,4,410079509004
"Block Group 2, Census Tract 5.02, Multnomah County, Oregon",349,296,217,79,79,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,41,051,000502,2,410510005022
"Block Group 5, Census Tract 5.02, Multnomah County, Oregon",774,468,377,91,91,0,0,0,0,152,152,0,0,0,0,0,13,51,64,0,26,41,051,000502,5,410510005025
"Block Group 1, Census Tract 5.02, Multnomah County, Oregon",580,450,360,90,87,3,0,0,0,97,77,20,0,0,0,0,14,0,19,0,0,41,051,000502,1,410510005021
"Block Group 3, Census Tract 8.02, Multnomah County, Oregon",733,463,439,24,24,0,0,0,0,93,93,0,0,0,0,0,9,80,0,0,88,41,051,000802,3,410510008023
"Block Group 4, Census Tract 8.02, Multnomah County, Oregon",1475,794,698,96,96,0,0,0,0,334,334,0,0,0,0,0,29,130,57,0,131,41,051,000802,4,410510008024
"Block Group 2, Census Tract 8.02, Multnomah County, Oregon",505,297,288,9,9,0,0,0,0,119,119,0,0,0,0,0,0,69,0,0,20,41,051,000802,2,410510008022
"Block Group 4, Census Tract 10, Multnomah County, Oregon",692,291,245,46,46,0,0,0,0,98,45,35,0,18,0,0,0,85,83,20,115,41,051,001000,4,410510010004
"Block Group 3, Census Tract 10, Multnomah County, Oregon",954,390,390,0,0,0,0,0,0,168,112,0,0,56,0,15,0,90,120,60,111,41,051,001000,3,410510010003
"Block Group 2, Census Tract 10, Multnomah County, Oregon",874,407,349,58,58,0,0,0,0,173,173,0,0,0,0,0,0,104,67,0,123,41,051,001000,2,410510010002
"Block Group 1, Census Tract 11.01, Multnomah County, Oregon",597,293,251,42,33,0,9,0,0,123,114,0,0,9,0,41,0,75,21,10,34,41,051,001101,1,410510011011
"Block Group 2, Census Tract 12.01, Multnomah County, Oregon",1116,629,610,19,19,0,0,0,0,228,175,16,20,17,0,0,0,142,50,0,67,41,051,001201,2,410510012012
"Block Group 4, Census Tract 12.01, Multnomah County, Oregon",1552,1066,957,109,91,0,0,18,0,123,123,0,0,0,0,0,0,149,87,0,127,41,051,001201,4,410510012014
"Block Group 2, Census Tract 230.01, Clackamas County, Oregon",498,342,311,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,137,41,005,023001,2,410050230012
"Block Group 1, Census Tract 234.03, Clackamas County, Oregon",2698,2410,2105,305,228,58,0,19,0,34,22,0,0,12,0,0,23,0,14,0,217,41,005,023403,1,410050234031
"Block Group 3, Census Tract 234.04, Clackamas County, Oregon",376,311,275,36,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,41,005,023404,3,410050234043
"Block Group 4, Census Tract 234.04, Clackamas County, Oregon",794,701,584,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,28,50,15,41,005,023404,4,410050234044
"Block Group 1, Census Tract 234.04, Clackamas County, Oregon",963,895,814,81,67,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,54,41,005,023404,1,410050234041
"Block Group 2, Census Tract 234.04, Clackamas County, Oregon",1055,922,891,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,100,41,005,023404,2,410050234042
"Block Group 2, Census Tract 239.02, Clackamas County, Oregon",819,761,658,103,66,8,13,0,16,14,14,0,0,0,0,0,0,0,0,9,35,41,005,023902,2,410050239022
"Block Group 1, Census Tract 4.05, Jackson County, Oregon",783,616,594,22,6,0,0,0,16,0,0,0,0,0,0,0,0,29,0,13,125,41,029,000405,1,410290004051
"Block Group 4, Census Tract 10.01, Jackson County, Oregon",533,484,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,41,029,001001,4,410290010014
"Block Group 3, Census Tract 321.03, Washington County, Oregon",1735,1509,1308,201,177,24,0,0,0,42,42,0,0,0,0,0,0,0,28,0,156,41,067,032103,3,410670321033
"Block Group 3, Census Tract 304.01, Washington County, Oregon",926,697,494,203,203,0,0,0,0,88,58,0,30,0,0,0,0,0,18,27,96,41,067,030401,3,410670304013
"Block Group 3, Census Tract 304.02, Washington County, Oregon",1227,875,752,123,106,1,0,16,0,109,98,0,0,11,0,0,0,9,0,0,234,41,067,030402,3,410670304023
"Block Group 1, Census Tract 10, Marion County, Oregon",439,371,247,124,124,0,0,0,0,3,3,0,0,0,0,0,0,11,50,0,4,41,047,001000,1,410470010001
"Block Group 1, Census Tract 103.03, Marion County, Oregon",1223,1135,930,205,99,44,42,20,0,6,3,0,0,3,0,0,3,0,6,64,9,41,047,010303,1,410470103031
"Block Group 2, Census Tract 103.03, Marion County, Oregon",866,802,687,115,58,13,44,0,0,2,2,0,0,0,0,0,0,0,33,0,29,41,047,010303,2,410470103032
"Block Group 1, Census Tract 211, Clackamas County, Oregon",485,360,360,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,27,22,41,005,021100,1,410050211001
"Block Group 3, Census Tract 211, Clackamas County, Oregon",697,697,621,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,005,021100,3,410050211003
"Block Group 2, Census Tract 211, Clackamas County, Oregon",760,700,682,18,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,42,41,005,021100,2,410050211002
"Block Group 1, Census Tract 202.03, Polk County, Oregon",641,613,583,30,23,7,0,0,0,12,12,0,0,0,0,0,0,11,0,0,5,41,053,020203,1,410530202031
"Block Group 3, Census Tract 202.03, Polk County, Oregon",327,266,229,37,37,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,32,41,053,020203,3,410530202033
"Block Group 2, Census Tract 202.03, Polk County, Oregon",283,161,128,33,27,6,0,0,0,0,0,0,0,0,0,0,0,0,62,11,49,41,053,020203,2,410530202032
"Block Group 3, Census Tract 203.02, Polk County, Oregon",1614,1586,1386,200,200,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,21,41,053,020302,3,410530203023
"Block Group 4, Census Tract 203.02, Polk County, Oregon",677,633,562,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,41,053,020302,4,410530203024
"Block Group 2, Census Tract 203.02, Polk County, Oregon",224,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,053,020302,2,410530203022
"Block Group 2, Census Tract 304, Yamhill County, Oregon",1094,975,749,226,140,86,0,0,0,10,10,0,0,0,0,0,15,0,28,0,66,41,071,030400,2,410710304002
"Block Group 5, Census Tract 304, Yamhill County, Oregon",1192,1082,1004,78,55,23,0,0,0,13,13,0,0,0,0,0,0,0,36,0,61,41,071,030400,5,410710304005
"Block Group 1, Census Tract 304, Yamhill County, Oregon",477,373,258,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,76,41,071,030400,1,410710304001
"Block Group 2, Census Tract 307.01, Yamhill County, Oregon",1486,1374,1126,248,197,51,0,0,0,11,11,0,0,0,0,0,0,0,89,0,12,41,071,030701,2,410710307012
"Block Group 1, Census Tract 308.01, Yamhill County, Oregon",423,321,272,49,34,0,0,0,15,0,0,0,0,0,0,0,0,18,84,0,0,41,071,030801,1,410710308011
"Block Group 2, Census Tract 308.01, Yamhill County, Oregon",1155,811,700,111,71,40,0,0,0,0,0,0,0,0,0,0,19,62,206,0,57,41,071,030801,2,410710308012
"Block Group 3, Census Tract 305.02, Yamhill County, Oregon",643,494,451,43,19,0,24,0,0,0,0,0,0,0,0,0,0,0,67,64,18,41,071,030502,3,410710305023
